umap_1,umap_2,true_label_name,vae_cluster
6.7402806,3.2310128,blues,5
4.9464397,3.9464169,blues,6
7.0257277,3.3573647,blues,5
5.413052,3.4837954,blues,6
5.231709,2.9348228,blues,6
5.005075,3.0162725,blues,6
7.13301,3.977611,blues,2
7.0569696,4.397081,blues,2
6.9469223,3.6152556,blues,5
7.0289702,4.345553,blues,2
7.299755,4.7673974,blues,2
7.0536942,4.4349756,blues,2
7.025869,4.473587,blues,5
8.229269,5.316685,blues,2
8.979234,2.915452,blues,6
7.8810496,5.787102,blues,2
7.0596266,4.6592593,blues,9
7.2493157,4.3406367,blues,5
8.292901,5.0131774,blues,9
6.667452,3.6534653,blues,5
6.842583,3.300232,blues,5
4.8538284,3.537614,blues,6
6.5139933,3.0965042,blues,9
8.311372,4.699084,blues,3
7.8700805,5.6914086,blues,2
8.093951,4.816686,blues,9
7.5163856,4.2427945,blues,5
8.378465,4.9139867,blues,2
8.023537,3.039058,blues,6
6.3719087,4.5444393,blues,2
8.926297,3.42514,blues,6
7.6787696,5.173026,blues,5
7.0544214,3.7103157,blues,5
7.3855243,4.8319097,blues,9
6.0027914,4.038024,blues,6
7.193279,4.694078,blues,9
5.865542,3.8712237,blues,6
6.9807773,4.5700984,blues,9
6.1560445,4.1204762,blues,9
7.0794363,4.6322703,blues,9
5.310837,3.5367234,blues,6
6.877958,4.444648,blues,2
5.2644544,3.4905226,blues,6
8.749066,2.4789345,blues,6
7.8161077,2.7994556,blues,5
8.388819,5.011658,blues,2
8.8227215,2.457722,blues,6
8.787355,2.440863,blues,3
6.9842944,3.3409684,blues,5
7.145339,3.4134593,blues,5
7.928792,0.9890318,blues,6
6.876013,2.7919064,blues,5
7.0526547,4.1690645,blues,2
6.87449,4.6393723,blues,9
4.9484653,3.5196524,blues,6
7.136458,4.4678216,blues,5
6.5462813,3.1857858,blues,5
5.0533586,3.5622814,blues,6
5.0831194,3.5444002,blues,6
6.5880003,3.2601874,blues,5
6.99431,4.054799,blues,5
6.4629607,4.481127,blues,9
9.220945,4.662061,blues,9
7.5683064,2.351098,blues,5
8.8135395,2.4932966,blues,6
9.049947,2.488171,blues,6
8.5168085,4.529284,blues,9
8.648822,2.3610783,blues,6
8.699208,2.466111,blues,6
8.303805,4.608306,blues,9
8.236779,4.5813556,blues,9
8.215256,2.4953904,blues,3
7.218859,3.103738,blues,5
7.017305,4.4302974,blues,2
6.9513955,3.617741,blues,5
6.9683123,3.5499842,blues,5
5.194364,3.44346,blues,6
7.106828,3.6672919,blues,5
7.0458913,4.4118557,blues,2
4.882705,2.9374027,blues,6
7.0964026,3.7687306,blues,5
7.0331526,4.4476285,blues,2
4.8804946,2.9418595,blues,6
5.9243155,4.135517,blues,6
7.000659,3.7131977,blues,5
6.577794,4.1353874,blues,2
6.969504,4.533777,blues,2
5.8557644,3.4412956,blues,6
7.716725,2.6733375,blues,5
6.8845463,3.5403717,blues,5
6.9808054,4.4253926,blues,2
7.067899,3.994419,blues,2
7.1498265,3.84057,blues,5
6.473093,4.4234366,blues,9
6.72723,4.566898,blues,9
7.172446,4.7204885,blues,9
6.327187,2.9949868,blues,5
5.93672,1.5513622,blues,6
6.968797,4.4998913,blues,2
7.0017715,4.2835937,blues,5
5.870349,1.7604923,blues,6
7.017418,4.467531,blues,9
5.960438,3.6747186,blues,6
6.9607515,4.8339477,blues,9
6.575589,4.508279,blues,9
4.9543357,3.522218,blues,6
5.037453,3.514322,blues,6
6.904057,4.608104,blues,9
7.0285497,4.5623474,blues,9
5.831403,3.9508061,blues,6
5.1647205,3.5989938,blues,6
6.9335847,4.6549487,blues,9
6.9516425,4.594866,blues,9
5.2545147,3.5254285,blues,6
6.9894643,3.724123,blues,5
5.9211226,4.002365,blues,6
4.9772058,3.4965644,blues,6
6.954701,3.8581984,blues,5
7.0836744,4.588605,blues,2
5.733566,3.008689,blues,6
7.0335603,4.510056,blues,5
6.8391576,4.2337427,blues,5
5.589727,3.0483112,blues,6
5.1067686,3.4523396,blues,6
6.8541837,3.6027365,blues,5
6.418251,4.119783,blues,2
6.9986243,4.4230385,blues,2
5.744779,3.3830905,blues,6
6.8884926,3.6794984,blues,5
6.950188,4.405586,blues,2
5.548361,3.3114712,blues,6
5.719457,3.3373315,blues,6
6.9520845,8.905682,blues,5
5.0832405,4.4731555,blues,9
4.4374704,3.4721022,blues,6
6.818496,3.6882772,blues,5
6.4522085,3.2655838,blues,5
7.4134393,4.81369,blues,9
6.823407,4.782198,blues,9
4.326521,3.6483324,blues,6
6.764589,3.4044933,blues,5
6.6302285,2.965375,blues,5
6.3817267,2.9182606,blues,5
6.9080405,4.8218846,blues,9
4.899345,4.502995,blues,6
4.635149,3.4476583,blues,6
6.932701,4.9170814,blues,9
6.9547625,4.80866,blues,9
4.7267547,3.417344,blues,6
5.6743345,4.443649,blues,9
6.8790035,4.8051367,blues,9
6.258313,4.1754546,blues,9
4.6934094,3.6001003,blues,6
6.4862895,5.8972716,blues,9
6.8975954,6.417576,blues,9
6.46228,5.81436,blues,9
6.326338,6.158769,blues,5
7.0526137,6.457026,blues,9
7.0470963,6.444717,blues,9
6.5374675,5.4147882,blues,9
6.6374598,5.9831505,blues,9
6.8424397,5.9133477,blues,9
6.494533,5.9506927,blues,9
5.7375517,5.212995,blues,9
6.9518385,6.4661393,blues,9
6.7818413,6.3411455,blues,9
6.836426,6.3472166,blues,9
6.683376,6.4013247,blues,9
6.7112627,6.3403683,blues,9
6.649803,6.0428567,blues,9
6.7645802,6.359706,blues,9
5.723693,5.186057,blues,9
5.7667036,5.2603087,blues,9
6.5976977,6.319576,blues,9
6.7914977,6.3577986,blues,9
6.5858755,6.2797456,blues,9
6.6408095,6.219593,blues,9
6.5841603,6.244228,blues,9
6.250379,5.8743186,blues,5
6.266315,6.0539527,blues,5
6.3097215,6.015496,blues,5
6.7071385,6.1590977,blues,9
5.8067193,5.292413,blues,9
6.6519275,5.5878067,blues,9
6.819199,6.202402,blues,9
5.500871,4.7177463,blues,9
7.0197997,5.87337,blues,9
6.9550533,6.4656973,blues,9
7.0481515,6.4761,blues,2
6.466001,5.5673676,blues,9
6.464113,5.9825573,blues,9
6.532887,5.900076,blues,9
6.779096,6.26112,blues,9
6.3275247,5.8408985,blues,9
6.9695473,6.483085,blues,9
6.8464246,6.3757935,blues,9
6.7179766,6.351086,blues,9
6.6654005,6.13537,blues,9
6.836815,6.4094677,blues,9
6.9075384,6.45896,blues,9
6.760895,6.333574,blues,9
6.453386,5.993676,blues,9
6.438404,5.8099785,blues,9
6.688554,6.047517,blues,9
6.7249656,6.168489,blues,9
6.3150425,5.8932824,blues,5
6.735487,6.143765,blues,9
6.550708,6.2512965,blues,9
6.7832704,6.0047493,blues,9
6.4292235,5.927729,blues,9
6.6671634,5.9971914,blues,9
6.7200623,6.007497,blues,9
6.684586,6.071542,blues,9
6.725406,6.4057493,blues,9
6.748008,6.4289765,blues,9
5.766285,5.231134,blues,9
5.270485,4.503229,blues,9
6.6540685,6.3984914,blues,9
6.6899147,6.4539585,blues,9
6.7054343,6.4243646,blues,9
6.617544,6.2457457,blues,9
6.602925,6.3177733,blues,9
6.6959553,6.4148192,blues,9
6.2754164,6.0549827,blues,9
6.5475836,6.2552867,blues,9
6.670578,6.1703877,blues,9
6.645561,6.2863646,blues,9
5.5829363,5.0314264,blues,9
6.6656184,6.3359003,blues,9
6.5959125,6.3093114,blues,9
6.7350616,5.9528093,blues,9
6.5761595,6.308193,blues,9
6.574149,6.313294,blues,9
6.1751385,6.1881776,blues,5
6.2087703,6.1187406,blues,5
6.2687297,6.09497,blues,2
6.4420414,5.9114933,blues,9
6.2159786,6.1357646,blues,5
6.2088447,6.149194,blues,5
6.203613,6.1287007,blues,5
6.5771866,6.0459933,blues,9
6.269008,6.0798454,blues,5
6.323706,6.0327506,blues,5
6.709453,6.4592724,blues,9
6.6120205,6.2587595,blues,9
6.911268,6.4457335,blues,9
6.6420393,6.28084,blues,9
6.8397756,6.4283257,blues,9
6.733418,6.369696,blues,9
6.6002736,6.0613103,blues,9
6.657864,6.266033,blues,9
6.707174,6.449533,blues,9
6.7216206,6.4330764,blues,9
5.716143,5.206573,blues,9
6.3007183,5.852192,blues,9
6.2100105,6.0985594,blues,5
6.2439685,5.969321,blues,5
6.852553,6.3744607,blues,9
6.448087,5.897475,blues,9
6.8343706,6.312981,blues,9
6.409889,5.8657794,blues,9
6.8336987,6.418701,blues,9
6.4997206,5.8942814,blues,9
11.649417,9.637704,blues,1
11.610731,9.330967,blues,1
11.661618,9.664282,blues,1
11.724374,9.856898,blues,1
11.696972,9.848565,blues,1
11.600855,9.5421,blues,1
11.713853,9.9161005,blues,1
11.716294,9.967745,blues,1
11.699819,9.746585,blues,1
12.210995,9.980135,blues,1
11.50578,9.239815,blues,1
11.55814,9.409924,blues,1
11.629092,9.39775,blues,1
11.740345,9.664316,blues,1
11.629025,9.37704,blues,1
11.692775,9.537952,blues,1
11.521028,9.47043,blues,1
11.542425,9.468375,blues,1
11.570962,9.5008745,blues,1
11.541479,9.471356,blues,1
11.154512,8.489861,blues,1
11.040407,8.373422,blues,1
11.388349,9.002164,blues,1
10.83675,8.186599,blues,3
11.103655,8.596173,blues,1
10.86112,8.203423,blues,1
11.756513,9.39275,blues,1
11.54824,9.41614,blues,1
11.324593,8.970449,blues,1
11.480384,10.201559,blues,1
11.520848,9.214684,blues,1
11.4955,9.1959095,blues,1
11.533737,9.348034,blues,1
11.544214,9.41091,blues,1
11.496658,10.190865,blues,1
11.490453,9.212407,blues,1
11.493588,9.193002,blues,1
11.5714245,9.2181425,blues,1
11.661884,9.633337,blues,1
11.784486,9.939539,blues,1
11.032602,8.385243,blues,1
11.018948,8.332601,blues,1
11.640138,10.0129175,blues,1
11.13388,8.462009,blues,1
11.099024,8.433073,blues,1
10.917107,8.240423,blues,1
11.528861,10.158485,blues,1
11.871003,9.523584,blues,1
11.761122,9.995754,blues,1
12.115702,9.904361,blues,1
11.348296,10.331793,blues,1
11.397096,10.294048,blues,1
11.396449,10.283991,blues,1
11.361459,10.328292,blues,1
11.350884,10.334964,blues,1
11.367118,10.33918,blues,1
11.379286,10.316162,blues,1
11.356044,10.33542,blues,1
11.408759,10.260466,blues,1
11.484354,10.167861,blues,1
11.3594,10.290833,blues,1
11.373825,10.277618,blues,1
11.390306,10.248861,blues,1
11.411456,10.254034,blues,1
11.387831,10.2643385,blues,1
11.418003,10.133283,blues,1
10.040438,8.447061,blues,2
11.53683,9.389107,blues,1
11.412173,10.022675,blues,1
11.369592,10.212009,blues,1
11.467385,10.23951,blues,1
11.510282,10.199641,blues,1
11.516209,10.167953,blues,1
11.46452,10.227843,blues,1
11.452831,10.22595,blues,1
11.397089,10.276164,blues,1
11.424721,10.255482,blues,1
11.413453,10.2633505,blues,1
11.367962,10.286658,blues,1
11.502981,9.441438,blues,1
11.545472,9.485178,blues,1
11.554067,9.270507,blues,1
11.539696,9.228871,blues,1
11.611994,10.06204,blues,1
11.547204,9.5340395,blues,1
11.452162,9.119888,blues,1
11.517734,9.4307165,blues,1
11.519799,9.466523,blues,1
11.559059,9.473458,blues,1
11.535865,9.341578,blues,1
11.2704115,10.300064,blues,9
10.364787,8.152412,blues,2
11.2712145,10.337157,blues,9
11.2857685,10.326063,blues,9
11.2985525,10.331145,blues,1
11.386004,10.272502,blues,1
11.312961,10.342086,blues,1
11.272467,10.338925,blues,1
11.241494,10.306525,blues,2
11.224587,10.320831,blues,9
14.371736,5.036257,blues,7
14.4344225,4.9269624,blues,7
14.736201,5.2524796,blues,7
14.410983,4.9085045,blues,7
11.38947,4.4720855,blues,7
10.931268,4.2591496,blues,3
10.851904,3.9336362,blues,3
10.651819,4.325123,blues,3
10.913453,3.9902973,blues,7
10.872976,4.5172467,blues,3
14.002386,5.0855446,blues,7
11.213982,4.1342044,blues,3
11.095143,4.1707406,blues,3
13.912526,5.3169436,blues,7
14.288104,5.1969233,blues,7
14.1138735,5.4291296,blues,7
14.096033,5.5566564,blues,7
11.258992,5.3572297,blues,3
10.56901,4.287558,blues,3
10.436578,4.2271366,blues,3
6.9464383,4.071941,blues,2
6.9089246,3.96494,blues,2
6.278275,4.5040717,blues,2
4.519197,5.589954,blues,9
6.6055923,4.0304317,blues,2
4.9504247,5.5868087,blues,9
6.2339745,4.493002,blues,2
6.3544393,4.5422063,blues,9
8.37545,5.3986535,blues,2
8.124242,5.041931,blues,2
10.573727,4.4447427,blues,3
10.769754,4.559001,blues,3
11.310736,4.187956,blues,3
10.856112,4.540999,blues,3
11.903495,6.090258,blues,3
11.300084,4.0979586,blues,3
11.188024,4.67584,blues,3
11.124541,5.324929,blues,3
14.094586,5.190674,blues,7
10.7462015,5.200812,blues,3
14.700138,5.6211863,blues,7
11.39011,4.4886255,blues,3
11.124733,4.412982,blues,3
10.844824,4.3664794,blues,3
11.330951,4.5116115,blues,7
14.589493,5.5002174,blues,7
11.709678,4.5853167,blues,7
11.436585,4.423716,blues,7
11.530166,4.4976416,blues,7
11.439687,4.3811646,blues,7
13.644959,5.266826,blues,7
14.20565,5.1784554,blues,7
14.105097,5.244108,blues,7
13.72344,5.271087,blues,7
10.897433,4.5623584,blues,3
10.622094,5.1646338,blues,3
10.8968315,4.4143844,blues,3
10.665917,4.383703,blues,3
10.85272,4.445716,blues,3
10.739702,4.565048,blues,3
8.430333,5.0852876,blues,2
10.263568,4.3718863,blues,3
10.780056,3.9746263,blues,3
7.6812882,5.175675,blues,9
8.455122,5.183834,blues,2
10.226038,4.395738,blues,3
10.141315,3.386079,blues,3
12.9611635,5.2395687,blues,3
12.827917,5.271008,blues,3
10.504838,4.5259247,blues,3
10.955917,4.520453,blues,3
10.649425,5.089984,blues,3
10.55247,4.319762,blues,3
10.526767,4.3169703,blues,3
10.413833,4.2612796,blues,3
10.45057,4.299518,blues,3
10.647934,3.778459,blues,3
10.350182,4.0002775,blues,3
9.907747,4.417814,blues,3
11.968313,6.042261,blues,3
11.544378,4.6860957,blues,3
14.013999,5.2536554,blues,7
11.949638,5.887775,blues,3
10.564728,4.3109393,blues,3
10.499466,4.391187,blues,3
10.243017,3.8901458,blues,3
10.40809,4.123016,blues,3
10.411954,4.336829,blues,3
10.9951935,4.4036384,blues,3
10.520349,4.236643,blues,3
12.060663,6.098671,blues,3
14.057642,5.3058558,blues,7
14.254787,5.2159457,blues,7
12.156968,5.9383183,blues,7
14.186253,5.241069,blues,7
13.9623,5.3224998,blues,7
13.852181,5.3635063,blues,7
14.7920475,5.330672,blues,7
10.690031,4.625279,blues,3
10.733424,4.525871,blues,3
14.656133,4.9143047,blues,7
14.496323,5.0690145,blues,7
14.73947,5.4432826,blues,7
13.577304,6.003345,blues,3
10.73721,3.7364442,blues,7
10.996318,4.4637465,blues,3
10.845137,3.8439903,blues,3
11.230449,4.403034,blues,3
11.158256,4.358497,blues,7
11.264257,4.39124,blues,7
12.827344,4.297686,blues,7
13.204318,7.528207,blues,7
13.344447,7.391685,blues,7
12.873374,4.205006,blues,7
12.962552,7.785505,blues,7
13.040008,7.7856145,blues,7
13.434175,7.355682,blues,7
12.6158,4.5417895,blues,3
12.83198,7.494041,blues,7
12.998668,7.626981,blues,7
10.681944,5.657398,blues,3
10.601971,6.6164193,blues,3
10.730335,6.4495034,blues,3
9.910025,3.3654704,blues,3
10.591246,6.550665,blues,3
10.741031,6.4286976,blues,3
9.910497,3.5855918,blues,3
10.68941,6.4981236,blues,5
10.506538,6.554242,blues,3
10.959996,5.939333,blues,3
11.429339,5.5933933,blues,3
12.863538,2.7735288,blues,7
10.694684,6.5802407,blues,3
12.9334545,2.7552762,blues,7
10.81173,6.373975,blues,3
10.825824,6.3314757,blues,3
12.80491,2.8437116,blues,3
12.843218,2.7847002,blues,3
10.946387,6.180401,blues,3
11.265292,5.792203,blues,3
11.234296,5.818953,blues,3
13.260283,3.0580442,blues,7
13.21155,2.9668205,blues,7
13.238321,3.0655024,blues,7
13.311331,3.091859,blues,7
13.270532,3.0507102,blues,7
13.237079,3.016786,blues,7
13.264573,3.0474706,blues,7
13.259902,3.0443099,blues,7
13.245601,3.0207412,blues,7
12.866119,2.7590098,blues,7
10.9172945,6.18536,blues,3
10.942703,6.20211,blues,3
12.858933,2.7548647,blues,7
10.829634,6.3812423,blues,3
11.013147,6.1029186,blues,3
12.868459,2.7694461,blues,3
11.361905,5.617915,blues,3
10.714519,6.565029,blues,3
11.287125,5.7325277,blues,3
11.2264385,5.6366973,blues,3
11.041128,5.7998176,blues,3
10.662455,6.5214376,blues,3
10.815769,6.3051534,blues,3
11.182015,5.5152173,blues,3
11.214143,5.7172713,blues,3
11.070435,5.7449894,blues,3
11.8540945,4.4298954,blues,3
12.02511,4.2232776,blues,3
12.033698,4.2105684,blues,3
11.456367,5.1535654,blues,3
11.745775,4.236738,blues,3
11.232599,5.784219,blues,3
10.904837,6.011984,blues,3
10.723304,6.420532,blues,3
11.223943,5.6366844,blues,3
11.69578,4.466269,blues,3
11.830939,4.2738376,blues,3
11.851006,4.179159,blues,3
11.899143,4.232595,blues,3
12.469797,4.259869,blues,3
13.201613,3.1580465,blues,7
11.60161,5.3463006,blues,3
11.624994,5.3032947,blues,3
12.262752,4.26247,blues,3
12.718189,4.1470957,blues,7
12.579122,4.1629877,blues,7
12.423631,4.2673364,blues,3
11.583624,5.390745,blues,3
11.6173,5.3239403,blues,3
11.639253,3.329498,blues,3
11.70144,3.344401,blues,3
11.005745,6.1007037,blues,3
11.07226,6.023761,blues,3
10.961061,6.126891,blues,3
12.835546,2.8352273,blues,3
10.976516,5.995821,blues,3
11.607162,3.3590622,blues,3
11.037718,6.0200295,blues,3
12.791522,2.9022067,blues,3
10.250461,3.9255524,blues,3
10.587003,5.4854274,blues,3
10.609205,5.613176,blues,3
10.619088,5.7448196,blues,3
10.234333,4.23591,blues,3
9.928308,3.7763338,blues,3
9.970183,3.831785,blues,3
10.829987,5.859818,blues,3
10.920505,6.0716777,blues,3
9.923608,3.818423,blues,3
13.244539,3.0195904,blues,7
12.50633,4.1985393,blues,7
12.585654,4.1559057,blues,7
13.337759,3.1187665,blues,7
13.293519,3.114019,blues,7
13.43262,3.3192508,blues,7
13.295996,3.0969908,blues,7
13.292973,3.077925,blues,7
13.289754,3.1908262,blues,7
13.336618,3.1627452,blues,7
12.924312,2.7343311,blues,7
12.920926,2.7291465,blues,7
12.927654,2.736751,blues,7
12.916556,2.7248077,blues,7
13.005789,2.7134264,blues,3
13.138274,2.592641,blues,7
13.034916,2.6882489,blues,3
13.03949,2.717104,blues,7
12.95581,2.805884,blues,7
12.918106,2.706277,blues,7
14.070616,5.6916356,blues,7
13.897495,6.041311,blues,7
13.356448,6.0846395,blues,3
14.1088,5.5573525,blues,7
13.731156,6.0651665,blues,7
13.929557,6.0218697,blues,7
14.073998,5.877306,blues,7
14.246297,5.8123984,blues,7
13.829304,5.9779162,blues,7
12.623035,6.1063924,blues,3
11.797081,6.2740607,blues,3
13.941473,4.883869,blues,7
12.397501,5.873493,blues,7
11.992537,6.146715,blues,3
14.270157,4.112927,blues,7
10.719076,5.6129293,blues,3
10.373578,5.6295114,blues,3
12.416286,5.9059687,blues,7
12.406113,5.941864,blues,7
12.43359,5.8601933,blues,7
11.496869,9.060171,blues,1
11.109738,8.770555,blues,1
11.506552,9.043276,blues,1
11.473369,9.036631,blues,1
12.022999,9.440461,blues,1
11.509619,9.055058,blues,1
11.487903,9.050743,blues,1
11.484952,9.053225,blues,1
12.037957,9.463468,blues,1
11.492318,9.054599,blues,1
12.022454,9.429232,blues,1
12.026018,9.4400425,blues,1
12.048737,9.460813,blues,1
12.037486,9.459005,blues,1
12.079083,9.382968,blues,1
12.033982,9.456407,blues,1
12.070235,9.459169,blues,1
12.001273,9.471641,blues,1
12.046352,9.427743,blues,1
12.037641,9.453108,blues,1
14.3226185,6.055299,blues,7
14.340838,6.0789685,blues,7
14.281486,6.061376,blues,7
11.224662,5.503015,blues,3
14.730088,5.655399,blues,7
14.443209,6.0310245,blues,7
14.352443,6.041168,blues,7
14.358327,6.0973716,blues,7
14.381559,6.073873,blues,7
14.540355,6.094914,blues,7
15.339984,6.0611596,blues,7
15.418109,6.09484,blues,7
15.367004,6.0658236,blues,7
15.443944,6.068981,blues,7
15.400382,6.0753927,blues,7
15.408142,6.079337,blues,7
15.3126745,6.0634546,blues,7
15.341063,6.0678635,blues,7
15.5434265,6.1206746,blues,7
15.521804,6.1040063,blues,7
15.523932,6.119643,blues,7
15.301737,6.0394583,blues,7
15.323658,6.0952024,blues,7
15.705189,6.1517687,blues,7
15.442727,6.1160774,blues,7
15.367576,6.067187,blues,7
15.738019,6.1458464,blues,7
15.474446,6.1026845,blues,7
15.962731,6.138282,blues,7
15.573402,6.157417,blues,7
10.933724,4.5988455,blues,3
11.028096,4.704543,blues,3
11.017188,4.7249484,blues,3
10.778505,4.423807,blues,3
10.972463,4.661951,blues,3
10.9748745,4.5330586,blues,3
11.11184,4.646611,blues,3
11.009318,4.7680025,blues,3
10.9251175,4.492251,blues,3
11.030692,4.7287726,blues,3
15.352876,6.0704474,blues,7
15.334401,6.068624,blues,7
15.401888,6.093211,blues,7
15.392693,6.085791,blues,7
15.370824,6.085313,blues,7
15.313738,6.06835,blues,7
15.320278,6.054105,blues,7
11.100783,4.566225,blues,3
10.264968,3.9450216,blues,3
10.288327,3.9303336,blues,3
11.088706,4.8339314,blues,3
12.648096,6.0674405,blues,3
11.08568,4.7933803,blues,3
11.17028,5.010884,blues,3
12.4021845,5.9824142,blues,3
11.2343,4.8446417,blues,3
11.187166,4.7739043,blues,3
11.353617,4.7413044,blues,3
11.305219,4.754253,blues,3
11.209845,4.9625893,blues,3
14.73767,5.7981524,blues,7
14.02081,6.013909,blues,7
14.926949,5.8909054,blues,7
14.910233,5.7006583,blues,7
14.968684,5.5909057,blues,7
14.36421,5.969903,blues,7
14.996172,5.6396728,blues,7
13.92841,6.0603395,blues,7
14.094665,6.0096025,blues,7
14.710268,5.782799,blues,7
14.299994,6.0919385,blues,7
10.336668,6.438812,blues,3
14.28358,6.104232,blues,7
14.280352,6.0826526,blues,7
13.607362,6.0351696,blues,3
14.10964,6.057323,blues,7
13.912869,6.06323,blues,7
12.704434,6.0073776,blues,3
14.370552,6.067577,blues,7
14.267006,6.0857177,blues,7
7.618415,2.889121,blues,5
8.272558,5.8263087,blues,3
8.000352,2.594268,blues,5
7.2364044,5.022397,blues,9
7.151407,4.8016458,blues,2
7.1954594,5.050003,blues,9
7.195728,4.761353,blues,9
7.440975,4.7361407,blues,2
7.15134,5.014945,blues,9
7.2004075,5.054785,blues,2
8.040522,6.335646,blues,2
7.8265123,5.764941,blues,2
6.1318913,4.4989862,blues,2
8.054888,6.193414,blues,2
8.344926,5.744689,blues,2
8.002183,6.2526135,blues,2
6.151107,4.548849,blues,2
6.1031637,4.68005,blues,2
6.1510925,4.4963646,blues,9
6.1569653,4.582695,blues,2
7.2726645,4.8239884,blues,9
7.3876657,4.8411627,blues,9
8.828444,5.1569033,blues,2
8.096598,5.6434712,blues,2
8.889248,4.6532474,blues,9
7.6789017,5.11663,blues,9
8.061918,4.954611,blues,9
7.678045,5.542241,blues,9
7.9219213,5.414076,blues,2
7.9477077,5.421147,blues,2
7.246621,4.770152,blues,9
7.1537733,4.722189,blues,9
5.5782266,4.4631805,blues,9
