tsne_1,tsne_2,true_label_name,vae_cluster
-25.82385,50.186867,blues,6
-30.562235,14.779374,blues,5
-22.309473,31.573872,blues,2
-7.9699173,19.470837,blues,6
-19.352968,14.749783,blues,9
-33.93639,58.036613,blues,6
-7.3276644,-1.2169256,blues,2
-4.965563,7.2454658,blues,9
-9.734721,7.70896,blues,9
-19.460823,14.773324,blues,6
-6.3182316,21.773052,blues,2
-5.943228,4.592124,blues,9
-6.3349137,22.239674,blues,9
5.507775,3.876729,blues,2
-5.3652854,21.871347,blues,9
-6.6755176,4.1800632,blues,9
-6.579742,22.28027,blues,9
-5.8515167,4.6955967,blues,9
-6.233752,4.633133,blues,9
-5.993501,4.672134,blues,9
-1.9108356,-4.656043,blues,9
-18.256,13.998038,blues,6
-7.973501,3.110536,blues,9
1.1493073,-8.153016,blues,5
-9.172937,7.762802,blues,9
-22.166008,12.368305,blues,9
-2.2898018,-2.1713808,blues,9
0.5104962,7.0702314,blues,9
-11.407429,11.698907,blues,9
-22.347923,12.122352,blues,6
-17.690193,12.274328,blues,9
-47.569225,-7.0173755,blues,3
-49.832172,-10.763917,blues,3
-16.95495,11.883125,blues,9
-2.8947406,-9.499442,blues,9
-43.602913,-8.4551,blues,6
-16.824787,12.065466,blues,9
-32.427513,11.256289,blues,5
-19.870405,13.517006,blues,6
-36.982685,2.7707613,blues,5
-29.569368,35.147243,blues,6
-36.161392,34.92189,blues,6
-35.777985,35.865887,blues,6
10.190167,1.0550421,blues,2
3.2156038,10.184633,blues,2
-33.61254,8.715997,blues,5
2.7956595,9.408566,blues,2
11.760922,-7.993012,blues,2
2.2148974,9.319526,blues,2
-1.1240417,9.569253,blues,5
1.5716596,-7.9705415,blues,2
-40.343006,-13.769139,blues,6
9.047984,-0.5968599,blues,2
0.24789691,7.171982,blues,9
2.525663,7.0390005,blues,5
-5.246709,-12.598081,blues,9
-29.031263,14.928759,blues,5
-32.717308,10.066238,blues,5
-29.217028,40.08385,blues,6
-30.116053,15.207577,blues,9
-1.662269,-11.027878,blues,3
9.0875225,-0.36683768,blues,2
0.23184709,-11.626852,blues,9
23.730726,-27.885197,blues,5
7.050124,-18.49055,blues,2
-40.923878,-9.194324,blues,6
-8.035328,17.683357,blues,2
-36.06268,-13.138839,blues,6
0.39197505,-0.61951977,blues,5
-34.002903,8.058994,blues,5
-6.5204062,6.7241054,blues,9
-6.183732,15.679801,blues,6
-6.7199225,10.830919,blues,9
-28.382694,36.63567,blues,6
-0.832418,8.814239,blues,9
-6.4552917,15.087962,blues,9
-0.2912211,8.521441,blues,9
-29.500015,36.38381,blues,6
-1.1172161,11.617319,blues,2
-29.433372,36.184013,blues,6
-42.78696,-12.45215,blues,6
-47.810425,-2.0953386,blues,5
0.86278164,-12.559586,blues,2
-42.768337,-12.502111,blues,6
-43.095554,-11.768979,blues,3
-36.94174,2.4860156,blues,5
-36.542065,2.5947776,blues,5
-68.67253,-2.60776,blues,6
-42.597027,3.0225751,blues,5
3.0978353,8.418215,blues,2
-6.9875255,11.444823,blues,9
-28.572283,39.078262,blues,6
0.7110431,7.642826,blues,5
-32.388424,11.2898655,blues,5
-28.526697,38.832542,blues,6
-28.622162,38.602623,blues,6
-31.542599,12.8775215,blues,5
3.2458394,7.3159146,blues,5
-7.469417,12.598971,blues,9
-5.578538,-16.280506,blues,9
-53.384434,3.3527443,blues,5
-42.59078,-13.383866,blues,6
-42.607952,-14.253986,blues,6
-2.4939787,-11.462304,blues,9
-42.810184,-13.273096,blues,6
-42.640686,-13.647646,blues,6
-3.7272096,-9.733395,blues,9
-2.9140956,-9.773924,blues,9
-45.83438,-9.584281,blues,3
-30.08169,12.15299,blues,5
3.3262987,10.386824,blues,2
-33.53366,9.112843,blues,5
-34.165188,8.251481,blues,5
-33.38845,35.045216,blues,6
-34.255676,6.9429936,blues,5
3.2253082,10.189484,blues,2
-35.8918,36.234016,blues,6
-33.987247,7.0086184,blues,5
1.1684012,9.097412,blues,2
-35.888725,36.24062,blues,6
-6.487139,18.145117,blues,6
-34.627995,8.722407,blues,5
-0.48393065,15.9653425,blues,2
-0.39615262,9.468666,blues,2
-32.713146,30.19137,blues,6
-46.546333,-5.8291564,blues,5
-32.17287,9.839033,blues,5
-0.24931183,10.506455,blues,2
10.188947,1.5340525,blues,2
-33.355453,7.035109,blues,5
-7.236485,12.4157095,blues,9
-7.154289,11.852311,blues,9
0.54573506,6.121955,blues,9
-40.361015,19.034512,blues,5
-63.77976,22.87104,blues,6
-1.0490056,10.022205,blues,2
0.43636483,6.314477,blues,5
-62.92493,24.946619,blues,6
-3.709913,9.809501,blues,9
-30.691298,30.809956,blues,6
-8.67197,8.529188,blues,9
-7.2455063,12.086023,blues,9
-30.602182,38.5081,blues,6
-31.343693,37.398182,blues,6
-5.9090786,11.371056,blues,9
-4.549131,9.186309,blues,9
-6.3295493,16.78179,blues,6
-30.870924,37.58823,blues,6
-5.4019556,9.313918,blues,9
-1.171957,8.395783,blues,9
-29.551918,35.858105,blues,6
-31.846617,9.389301,blues,5
-6.3807015,15.883569,blues,6
-30.403057,38.66553,blues,6
-32.07188,9.915878,blues,5
-0.09961797,9.198781,blues,2
-33.516823,30.119015,blues,6
-1.3910284,8.179666,blues,5
-2.3052065,11.074801,blues,5
-34.00016,30.245533,blues,6
-32.340645,36.451077,blues,6
-34.498844,9.235143,blues,5
-0.9894547,15.656345,blues,2
-0.07321008,10.130565,blues,2
-29.669668,33.664944,blues,6
-34.23999,9.025954,blues,5
1.1809304,9.226522,blues,2
-33.120895,30.865347,blues,6
-32.942192,30.265162,blues,6
53.659836,-21.592438,blues,5
-17.057947,29.269949,blues,9
-30.822334,42.359547,blues,6
-30.873709,12.576316,blues,5
-31.191965,14.192854,blues,5
-9.911292,7.829915,blues,9
-8.008729,9.666869,blues,9
-29.061636,49.372864,blues,6
-30.561527,13.119083,blues,5
-40.516903,5.103011,blues,5
-40.561398,19.215887,blues,5
-9.000016,8.379975,blues,9
-16.773466,28.569614,blues,6
-29.24156,40.89935,blues,6
-7.061686,8.819819,blues,9
-7.2643943,8.953804,blues,9
-29.44373,40.622356,blues,6
-14.069535,16.483734,blues,9
-7.9897447,9.166238,blues,9
-5.4785724,14.462967,blues,9
-28.517502,41.17842,blues,6
-14.864791,-5.4449387,blues,9
-20.974398,-4.8656373,blues,9
-17.72702,1.6616926,blues,9
-11.260762,-7.6575108,blues,5
-20.719963,-6.2879977,blues,9
-20.657743,-6.1610856,blues,9
-19.662018,4.639956,blues,9
-18.030407,-0.071969606,blues,9
-15.3348,-0.6190343,blues,9
-17.803503,1.6989868,blues,9
-23.984186,4.9880824,blues,9
-21.713829,-5.083766,blues,9
-22.879055,-2.6542897,blues,9
-22.490242,-3.195656,blues,9
-24.735826,-1.8753961,blues,9
-22.684143,-2.0250802,blues,9
-18.406748,-0.17806801,blues,9
-22.097073,-2.534257,blues,9
-24.273449,5.113097,blues,9
-24.186897,4.7831554,blues,9
-23.395277,-0.23420888,blues,9
-21.559097,-2.6574817,blues,9
-22.831724,-0.12380265,blues,9
-21.522356,-0.60506284,blues,9
-23.307669,0.6938579,blues,9
-12.820023,-7.2266574,blues,5
-12.048367,-7.063913,blues,5
-11.009214,-5.0182605,blues,5
-19.80957,-1.6451336,blues,9
-24.152502,4.7872686,blues,9
-13.25583,3.0359323,blues,9
-19.842447,-3.039075,blues,9
-21.999937,8.814915,blues,9
-11.563077,2.7292235,blues,9
-21.586123,-6.028193,blues,9
-21.636772,-6.5853868,blues,2
-20.639585,4.7123294,blues,9
-21.26526,1.8279654,blues,9
-26.81055,-4.2741337,blues,9
-20.11059,-2.9151442,blues,9
-13.40589,-8.015393,blues,9
-21.749277,-5.2442174,blues,9
-21.126585,-3.63345,blues,9
-22.408161,-2.2038887,blues,9
-19.983185,-0.7690657,blues,9
-22.29541,-2.8235762,blues,9
-21.81876,-5.1519103,blues,9
-21.821655,-3.265423,blues,9
-21.747017,2.2890303,blues,9
-20.570126,3.08349,blues,9
-18.287308,-0.69163513,blues,9
-19.61576,-0.9720811,blues,9
-12.681147,-7.1915097,blues,5
-19.74541,-2.0583167,blues,9
-23.980722,0.016179934,blues,9
-16.538107,-0.88781506,blues,9
-14.836628,-5.598245,blues,9
-17.62168,-0.52568656,blues,9
-17.758736,-0.521149,blues,9
-19.34476,-0.7190974,blues,9
-23.251219,-1.7577113,blues,9
-23.99156,-2.680552,blues,9
-24.457108,4.7830534,blues,9
-23.785769,8.6054125,blues,9
-24.611664,-1.6919034,blues,9
-24.77656,-1.8795265,blues,9
-25.252748,-2.6896493,blues,9
-22.06543,-0.34365654,blues,9
-24.191816,-0.5095299,blues,9
-25.025625,-1.9905685,blues,9
-12.26073,-6.25998,blues,9
-23.49506,0.64540917,blues,9
-20.733212,0.16189072,blues,9
-22.596352,-0.47485015,blues,9
-23.88793,6.075404,blues,9
-22.690306,-0.90163547,blues,9
-22.121693,0.027463822,blues,9
-13.569712,-2.715176,blues,9
-23.115805,0.41251883,blues,9
-22.814611,0.30790314,blues,9
-9.943425,-6.89207,blues,5
-10.297131,-7.075547,blues,5
-10.193964,-7.3967223,blues,2
-18.821438,1.4878521,blues,9
-10.073158,-6.709628,blues,5
-9.837203,-6.3438215,blues,5
-10.186331,-5.9049883,blues,5
-18.631432,0.83629394,blues,9
-10.859041,-5.550874,blues,5
-11.250684,-5.285698,blues,5
-24.71609,-2.233521,blues,9
-22.11004,-0.23858531,blues,9
-21.824654,-5.3073087,blues,9
-21.754118,-0.68523157,blues,9
-23.070086,-3.4486988,blues,9
-22.50518,-2.0318327,blues,9
-19.994614,0.2237495,blues,9
-21.570534,-0.9785684,blues,9
-24.653751,-2.414544,blues,9
-25.242596,-2.5382617,blues,9
-23.47086,5.3826666,blues,9
-21.781412,3.2722838,blues,9
-10.573546,-5.8345413,blues,5
-13.049557,-7.8681955,blues,5
-20.349825,-3.6712496,blues,9
-21.80937,3.1576502,blues,9
-21.111635,-3.060591,blues,9
-21.80514,3.1676924,blues,9
-22.698427,-2.6975148,blues,9
-19.690588,2.3356154,blues,9
-73.685616,-30.70006,blues,1
-70.2498,-29.712486,blues,1
-73.48905,-30.797312,blues,1
-75.14521,-31.12873,blues,1
-74.964424,-31.155367,blues,1
-73.16869,-31.331087,blues,1
-75.19964,-30.937756,blues,1
-75.806915,-31.130795,blues,1
-74.5495,-31.157158,blues,1
-79.096344,-37.606586,blues,1
-69.43705,-31.183548,blues,1
-72.6512,-30.334286,blues,1
-71.92925,-29.044342,blues,1
-73.8388,-31.820898,blues,1
-71.838036,-29.074001,blues,1
-73.89298,-31.91843,blues,1
-71.504715,-30.471035,blues,1
-71.63904,-30.60882,blues,1
-72.66158,-30.499763,blues,1
-72.62231,-30.547592,blues,1
-63.962814,-35.207115,blues,1
-63.026245,-35.359535,blues,1
-63.917286,-31.7988,blues,1
-62.568035,-35.77221,blues,3
-63.44,-32.958908,blues,1
-62.42544,-35.626812,blues,1
-64.92415,-35.057705,blues,1
-71.13926,-30.58829,blues,1
-64.580894,-32.228104,blues,1
-76.82182,-28.358376,blues,1
-70.14977,-30.204193,blues,1
-69.46968,-30.40135,blues,1
-70.96363,-30.587315,blues,1
-71.16613,-30.787527,blues,1
-76.8792,-28.395784,blues,1
-69.73862,-30.671211,blues,1
-69.54343,-30.368416,blues,1
-70.1597,-30.005754,blues,1
-73.74668,-31.15341,blues,1
-75.859215,-31.387348,blues,1
-62.853333,-35.12415,blues,1
-62.700596,-35.392883,blues,1
-76.73218,-29.902786,blues,1
-62.78448,-34.623695,blues,1
-62.887203,-34.818325,blues,1
-62.612022,-35.3185,blues,1
-77.61439,-29.082243,blues,1
-65.2844,-35.02467,blues,1
-76.557816,-32.680138,blues,1
-79.261375,-37.521454,blues,1
-78.4798,-25.98499,blues,1
-78.283485,-26.549608,blues,1
-77.64579,-26.446884,blues,1
-78.572556,-26.136982,blues,1
-78.74155,-26.079077,blues,1
-78.755356,-26.161161,blues,1
-78.16894,-26.346373,blues,1
-78.480804,-26.114367,blues,1
-77.46902,-26.578041,blues,1
-76.7789,-28.368435,blues,1
-76.94482,-25.683117,blues,1
-76.57493,-25.79739,blues,1
-76.94391,-25.918993,blues,1
-77.44155,-26.731884,blues,1
-76.80661,-25.871778,blues,1
-76.884796,-25.655994,blues,1
34.15604,-17.730497,blues,2
-73.34027,-29.012585,blues,1
-76.34546,-25.4253,blues,1
-76.48244,-25.554274,blues,1
-78.39266,-27.914742,blues,1
-77.95206,-28.67079,blues,1
-77.42477,-28.987062,blues,1
-77.44222,-28.851694,blues,1
-75.053764,-26.579784,blues,1
-76.61422,-26.635769,blues,1
-76.19696,-27.171616,blues,1
-76.17223,-27.282953,blues,1
-76.58048,-26.116283,blues,1
-70.95756,-31.47099,blues,1
-72.23047,-30.985325,blues,1
-70.18332,-30.33218,blues,1
-69.972885,-30.145922,blues,1
-75.895966,-29.349062,blues,1
-72.25724,-31.940868,blues,1
-69.091484,-30.836061,blues,1
-71.63538,-31.02536,blues,1
-72.04504,-30.936386,blues,1
-72.17307,-31.209337,blues,1
-70.839455,-30.636967,blues,1
-76.921135,-21.410248,blues,9
36.88041,-23.40414,blues,2
-76.93894,-21.620348,blues,9
-76.98203,-21.890518,blues,9
-76.96782,-22.054081,blues,1
-75.3242,-25.916428,blues,1
-76.99097,-22.04183,blues,1
-76.99382,-22.066614,blues,1
-76.86681,-21.02493,blues,2
-76.84531,-20.899918,blues,9
-5.399336,-71.6987,blues,7
-5.5307045,-72.5084,blues,7
5.5186477,-75.60811,blues,7
-5.915525,-71.95195,blues,7
15.047914,-59.16663,blues,7
12.003869,-56.026997,blues,3
-0.2613229,-75.031685,blues,3
13.956842,-55.3217,blues,3
-0.22263831,-75.0232,blues,7
15.27708,-54.94452,blues,3
-2.3065376,-65.83294,blues,7
-20.035576,-38.22833,blues,3
-20.018253,-38.187283,blues,3
-1.2806196,-70.853065,blues,7
-2.298624,-71.84633,blues,7
-1.7623819,-71.8599,blues,7
-1.498485,-72.26727,blues,7
12.773442,-44.4238,blues,3
-14.529119,-20.181112,blues,3
-14.565009,-20.19148,blues,3
10.236357,1.9471824,blues,2
3.6674733,7.039088,blues,2
-8.087957,18.06484,blues,2
-6.8701687,28.613428,blues,9
-0.5088946,16.381037,blues,2
-3.651955,27.276554,blues,9
-8.004886,18.265205,blues,2
-13.319663,12.157337,blues,9
5.7146087,-12.018947,blues,2
4.809825,-12.49363,blues,2
13.565563,-53.866932,blues,3
13.710721,-53.050022,blues,3
-2.3221254,-68.51422,blues,3
13.222847,-51.687496,blues,3
26.23313,-52.914078,blues,3
-2.4977372,-69.10042,blues,3
16.150469,-58.209187,blues,3
14.119613,-47.274998,blues,3
-1.4178016,-67.08358,blues,7
6.9824524,-40.47422,blues,3
7.2399263,-73.1262,blues,7
15.363464,-59.379875,blues,3
14.753222,-57.756584,blues,3
13.582099,-56.482964,blues,3
16.116495,-58.64771,blues,7
8.613766,-74.25871,blues,7
15.771443,-60.874607,blues,7
15.118429,-59.509857,blues,7
15.12752,-60.014473,blues,7
14.067497,-59.971596,blues,7
0.2627663,-69.63131,blues,7
-2.7321644,-70.779,blues,7
-0.4260043,-68.038994,blues,7
-0.7608617,-69.41808,blues,7
15.151217,-54.83662,blues,3
8.762617,-39.879868,blues,3
11.993745,-55.55608,blues,3
13.517628,-55.343178,blues,3
11.838417,-55.7065,blues,3
13.531162,-54.146404,blues,3
1.2379942,-8.6391735,blues,2
-9.072047,-26.931646,blues,3
-17.926468,-32.90914,blues,3
-3.9353895,1.7744926,blues,9
4.8065434,-13.182459,blues,2
-10.044622,-19.599892,blues,3
-22.57191,-31.368134,blues,3
-3.5364983,-49.920605,blues,3
-2.8005633,-51.673805,blues,3
15.695118,-30.968979,blues,3
15.279212,-55.445312,blues,3
8.776696,-41.702557,blues,3
-12.3988285,-26.360153,blues,3
-12.2351055,-26.199856,blues,3
-10.756134,-26.897947,blues,3
-12.590193,-26.162838,blues,3
-16.12523,-29.110252,blues,3
-18.078102,-25.187649,blues,3
-11.154396,-15.766965,blues,3
25.57995,-53.234745,blues,3
-14.549337,-45.8163,blues,3
4.4753804,-68.089485,blues,7
23.81634,-51.40653,blues,3
-17.087912,-24.93948,blues,3
-11.716889,-19.026232,blues,3
-18.571959,-27.354746,blues,3
-18.03917,-24.644667,blues,3
-11.990663,-18.663214,blues,3
-12.272569,-33.493465,blues,3
-17.567663,-24.990171,blues,3
25.253263,-52.113964,blues,3
1.198961,-67.832695,blues,7
4.4141603,-74.90163,blues,7
23.637281,-51.55993,blues,7
-0.57897323,-67.838005,blues,7
1.8699983,-67.40989,blues,7
2.4727542,-67.0674,blues,7
6.352458,-73.755844,blues,7
8.815293,-41.899055,blues,3
14.140505,-54.596176,blues,3
-6.15492,-73.602905,blues,7
4.8020387,-75.18592,blues,7
6.537947,-73.465706,blues,7
22.546772,-59.826622,blues,3
-0.57945585,-75.62518,blues,7
15.105037,-56.91131,blues,3
-0.4710417,-75.35925,blues,3
14.728479,-58.476048,blues,3
14.309452,-58.249474,blues,7
14.620702,-58.794834,blues,7
-21.47064,-57.716534,blues,7
-49.1259,-58.924934,blues,7
-48.71606,-59.652367,blues,7
-21.475018,-57.76855,blues,7
-51.74851,-55.978687,blues,7
-51.60423,-57.152058,blues,7
-48.773586,-60.82981,blues,7
-21.502934,-57.50903,blues,3
-50.199783,-54.977345,blues,7
-50.93562,-55.15291,blues,7
-8.304833,-38.86274,blues,3
-3.7493782,-41.111946,blues,3
-4.555629,-41.371155,blues,3
-24.190327,-22.378181,blues,3
-3.96005,-41.365368,blues,3
-4.821528,-41.366802,blues,3
-26.889315,-20.290274,blues,3
-4.132533,-41.22508,blues,5
25.644833,-37.105446,blues,3
-7.4938536,-40.826847,blues,3
-7.682343,-46.50986,blues,3
-24.469809,-43.510983,blues,7
-5.005901,-43.12,blues,3
-26.181791,-44.3394,blues,7
-6.0628858,-43.779705,blues,3
-5.286875,-42.060402,blues,3
-24.180208,-43.54873,blues,3
-24.315802,-43.487133,blues,3
-6.5660453,-43.344753,blues,3
-8.016288,-46.271755,blues,3
-8.76837,-46.917343,blues,3
-21.302671,-62.57841,blues,7
-21.311033,-61.17308,blues,7
-20.467813,-61.460487,blues,7
-20.56594,-62.518894,blues,7
-20.76475,-61.91744,blues,7
-21.244932,-61.263733,blues,7
-21.103373,-61.67198,blues,7
-20.730293,-61.787037,blues,7
-20.93134,-61.122616,blues,7
-24.632751,-43.2084,blues,7
-5.790942,-41.938694,blues,3
-5.95909,-42.88346,blues,3
-24.762413,-43.28496,blues,7
-5.652519,-43.218285,blues,3
-6.51133,-42.791256,blues,3
-25.33392,-43.16793,blues,3
-8.906153,-46.907066,blues,3
-4.9374337,-43.366585,blues,3
-7.88102,-46.323494,blues,3
-9.76663,-42.147537,blues,3
-9.643566,-42.004173,blues,3
-4.101103,-41.933487,blues,3
-4.2962084,-42.510277,blues,3
-10.659626,-43.35866,blues,3
-9.862993,-42.816185,blues,3
-9.703692,-42.080204,blues,3
-15.325077,-49.72413,blues,3
-16.831638,-50.152378,blues,3
-16.72761,-50.250927,blues,3
-12.5576105,-42.103157,blues,3
-18.43274,-45.451157,blues,3
-8.993551,-43.47293,blues,3
-8.725631,-43.164204,blues,3
-6.356928,-43.911736,blues,3
-10.658074,-42.330505,blues,3
-18.018543,-45.21263,blues,3
-18.488329,-45.597366,blues,3
-19.137989,-45.946186,blues,3
-18.958647,-46.06294,blues,3
-17.781528,-58.03576,blues,3
-19.853407,-60.56775,blues,7
-10.565196,-45.59725,blues,3
-10.403748,-45.85029,blues,3
-17.912525,-57.297432,blues,3
-19.047867,-59.90178,blues,7
-18.8002,-58.58466,blues,7
-17.811066,-58.078266,blues,3
-10.416579,-45.633698,blues,3
-10.475059,-46.222843,blues,3
-30.148445,-37.342255,blues,3
-29.715548,-37.483692,blues,3
-6.5222664,-42.232742,blues,3
-7.194957,-42.203094,blues,3
-6.33327,-42.214493,blues,3
-26.91447,-41.67317,blues,3
-7.2083645,-41.18795,blues,3
-29.409296,-37.26819,blues,3
-7.2187333,-42.257652,blues,3
-26.814724,-41.639915,blues,3
-26.901527,-20.651474,blues,3
-8.311337,-37.594963,blues,3
-7.9499354,-37.849052,blues,3
-7.5162163,-38.202133,blues,3
-26.799417,-22.018152,blues,3
-25.503792,-21.425917,blues,3
-25.665907,-21.587866,blues,3
-8.162748,-39.978077,blues,3
-6.9855204,-40.445717,blues,3
-25.894104,-21.29496,blues,3
-20.884796,-61.080925,blues,7
-18.216797,-58.400635,blues,7
-18.460394,-58.757782,blues,7
-20.225721,-62.683483,blues,7
-20.39765,-61.76965,blues,7
-19.051098,-62.616604,blues,7
-19.659428,-61.93264,blues,7
-19.973475,-62.176277,blues,7
-19.22991,-62.065693,blues,7
-19.86872,-62.679832,blues,7
-25.963366,-43.745895,blues,7
-25.948818,-43.607265,blues,7
-26.07688,-44.135735,blues,7
-25.978943,-43.789146,blues,7
-28.26585,-43.792053,blues,3
-28.258183,-44.054306,blues,7
-28.29051,-43.912556,blues,3
-28.355532,-44.20522,blues,7
-25.892954,-43.02427,blues,7
-26.117085,-44.131977,blues,7
-1.2165655,-72.57286,blues,7
23.154852,-60.6537,blues,7
23.356085,-59.08706,blues,3
-1.4006103,-72.26967,blues,7
23.537434,-59.521442,blues,7
23.332642,-60.74329,blues,7
23.158318,-61.96812,blues,7
23.18794,-62.130566,blues,7
23.343338,-60.211094,blues,7
23.27579,-58.396545,blues,3
27.408522,-50.957325,blues,3
4.992525,-68.36961,blues,7
22.626009,-53.24305,blues,7
25.3849,-51.787025,blues,3
-24.340527,-77.78475,blues,7
15.071814,-45.615726,blues,3
15.324632,-44.579372,blues,3
22.658316,-53.157482,blues,7
22.622568,-53.070263,blues,7
22.496977,-53.01667,blues,7
-87.09532,-32.93466,blues,1
-64.285835,-37.824635,blues,1
-87.46467,-32.862587,blues,1
-87.0579,-33.18677,blues,1
-87.290405,-35.18703,blues,1
-87.14082,-33.061687,blues,1
-87.082596,-32.884304,blues,1
-86.93272,-32.915737,blues,1
-86.36005,-35.919003,blues,1
-87.05118,-32.899086,blues,1
-86.85719,-35.786137,blues,1
-86.944115,-35.794193,blues,1
-86.980225,-35.788464,blues,1
-87.36426,-36.922028,blues,1
-87.05986,-35.7076,blues,1
-87.02728,-36.079887,blues,1
-86.91312,-35.3843,blues,1
-87.44171,-36.994717,blues,1
-87.02872,-36.21464,blues,1
-86.71406,-35.815727,blues,1
17.25214,-63.077713,blues,7
19.89624,-63.193226,blues,7
19.44583,-62.687992,blues,7
14.877902,-47.484734,blues,3
8.601604,-73.78369,blues,7
17.977207,-63.45504,blues,7
18.272326,-63.2679,blues,7
19.22276,-63.511482,blues,7
17.75736,-63.83824,blues,7
17.752449,-64.07803,blues,7
20.925385,-68.59738,blues,7
20.336645,-71.508,blues,7
20.759031,-69.08557,blues,7
20.362858,-72.01343,blues,7
20.41713,-71.02282,blues,7
20.618862,-71.49647,blues,7
20.689428,-68.74429,blues,7
20.677683,-68.94495,blues,7
20.019829,-72.89375,blues,7
20.469128,-72.43552,blues,7
19.758947,-72.93001,blues,7
20.111256,-69.65933,blues,7
20.20513,-69.46637,blues,7
19.643856,-74.53288,blues,7
19.708443,-72.13613,blues,7
21.271772,-68.657616,blues,7
19.883358,-74.8216,blues,7
20.037804,-71.82515,blues,7
19.25146,-76.462006,blues,7
19.379358,-73.90699,blues,7
17.23669,-56.0136,blues,3
18.12791,-56.383945,blues,3
18.093119,-56.311653,blues,3
13.580227,-55.96393,blues,3
18.222103,-55.943493,blues,3
15.499968,-56.350136,blues,3
17.734371,-56.853607,blues,3
18.208149,-55.9141,blues,3
15.271512,-56.30723,blues,3
18.49215,-56.633408,blues,3
21.205147,-70.900345,blues,7
20.62804,-69.15112,blues,7
20.96646,-71.20626,blues,7
21.024988,-71.29041,blues,7
21.022062,-70.94948,blues,7
21.61709,-70.58039,blues,7
21.469013,-70.62899,blues,7
16.23524,-57.273674,blues,3
-27.226574,-22.357893,blues,3
-20.449547,-23.897163,blues,3
19.771166,-56.634205,blues,3
22.863659,-58.32137,blues,3
20.216543,-56.65134,blues,3
20.399818,-56.74963,blues,3
22.50245,-57.715294,blues,3
20.103785,-56.632717,blues,3
12.569353,-50.081795,blues,3
-15.717941,-42.969906,blues,3
