z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,true_label_encoded,true_label_name
2.8088825,1.1635158,-0.15426227,3.0453992,-2.5754104,-0.4835587,1.5675501,-0.4617423,0.1364758,2.6978526,0,blues
-0.25458404,-0.9515289,0.15301952,3.1252465,-2.2764173,0.58268344,1.1438394,-0.38010633,-0.06802687,2.8237107,0,blues
-0.3340468,-2.843246,2.7642283,4.240652,-1.5362117,1.0607989,2.2278616,-0.66526985,1.1404159,0.9652363,0,blues
-0.9414676,-1.926215,0.56310546,2.7377675,-1.7840654,0.43488473,1.1564316,-0.7307218,0.6562754,2.0650644,0,blues
0.7624157,0.60329074,-1.4501358,0.6924008,-1.9462166,0.42295432,-0.039200537,-1.8678458,1.6903701,1.7024065,0,blues
-0.43038186,-0.12055731,-0.7193967,0.91290486,-1.727469,1.3676888,-0.18663728,-2.8609335,2.022739,1.2142652,0,blues
-0.06332949,-1.1773915,0.44386744,2.6321573,-1.7109652,-0.050689302,1.0271871,-0.66559976,0.9632485,1.831212,0,blues
1.0824131,0.07436569,-0.3893719,2.2883062,-2.2167027,-0.3384011,0.02493579,-0.85404783,0.9750447,1.9666421,0,blues
1.3318052,-0.36787397,0.7252044,1.533894,-2.7876706,1.5236506,0.11839237,-1.6071258,0.8507313,1.5378119,0,blues
-0.37847,-1.453496,0.4323904,2.9272122,-1.8847106,-0.103457786,1.5443519,-0.531373,0.6067901,2.203023,0,blues
4.800301,3.3192546,-0.26174417,0.8169308,-3.0630956,-0.5513946,-0.45876235,-1.5957294,1.304237,1.5287434,0,blues
-1.1143419,-2.6009808,1.6727136,2.8516722,-1.3752025,1.3487935,2.587482,-0.80136317,0.38240102,1.6040633,0,blues
5.629674,2.842244,-0.021265576,-1.5102787,-3.2824745,-0.30439717,-1.665217,-0.6027992,2.86593,0.99847305,0,blues
0.7252474,0.3208291,1.6538556,2.3857248,-3.5957677,2.7350433,1.0871289,-1.4480075,-1.0892009,2.9827864,0,blues
-0.40310305,-0.51066786,0.14175892,0.6713056,-4.0685887,4.0651455,-0.13858747,-2.4980016,-0.08884616,2.7869456,0,blues
-0.49767187,-1.0683428,0.48551825,0.66045,-4.0811872,4.508828,0.51573217,-1.1396592,-1.4718347,2.8658257,0,blues
3.8718543,1.8340691,-2.951865,-0.3856862,-3.6713462,0.71912706,0.8010277,0.4740789,0.55672014,3.6109948,0,blues
2.123835,0.8564082,-1.9737786,0.88494635,-3.667884,1.2050382,1.4098005,0.013073921,-0.44633377,4.0895095,0,blues
4.925651,2.466067,-1.4556134,1.2979834,-4.933648,-0.44015223,-0.42085904,-0.5184505,0.57035726,4.0963984,0,blues
3.1043203,2.1189075,-1.6612133,0.47693926,-4.439853,1.2156136,0.93433404,0.113562465,-1.4593709,4.5934277,0,blues
0.9243023,1.0424204,-2.1454027,1.5928236,-3.2821665,0.17126682,1.7484869,0.5115986,-1.4486219,5.1522627,0,blues
1.9698393,2.544352,-1.7744418,1.6577263,-3.726277,0.34312817,1.291538,0.13151827,-1.901703,5.012181,0,blues
1.5743753,1.7945704,-0.33644795,3.3409774,-3.3249178,-0.27752143,0.9838141,-1.6361244,-0.446978,3.8606746,0,blues
1.5333701,0.9167964,-1.326822,1.2512646,-1.9306067,-0.8380749,0.74030554,0.16702557,0.8266233,2.458297,0,blues
-0.8321811,-2.1242723,0.2627185,1.4735794,-2.8054657,2.526248,0.7407588,-1.0083305,0.3931581,2.1846154,0,blues
3.0015755,0.40258408,-2.1889706,1.456467,-3.2714288,-0.794738,0.5236872,0.8907571,0.9901144,3.0945945,0,blues
2.8831828,1.1669399,0.40432614,3.4525213,-3.035623,-0.79653794,1.0162694,0.12003404,-0.35166165,2.7733114,0,blues
2.7378802,-0.083385006,-1.2891084,1.8388005,-3.5359952,0.41847652,0.78627473,-0.4500002,1.1728022,2.6437387,0,blues
0.8086396,-0.25947297,-0.60934514,2.8540096,-1.7316748,-1.57188,1.0915598,0.6603592,0.68102044,2.4821932,0,blues
1.7295587,1.1074946,0.34988886,2.0619318,-2.1279707,-0.15638465,-0.045399666,-1.1253635,0.4245773,1.8655651,0,blues
4.533779,2.3791904,-0.17031445,2.7999704,-3.857019,-0.59874105,0.45409602,-1.9221976,0.8741511,2.3794062,0,blues
-0.6757497,-2.614512,0.6828994,2.5169125,-2.9251013,2.5338066,1.4882826,-0.4323168,0.09814736,2.2513518,0,blues
2.5208764,0.8168619,1.4919533,2.5529096,-1.9035019,-0.21476045,0.85932744,-0.6796159,1.1594709,1.0366395,0,blues
-0.522226,0.52758604,-0.5264098,2.2571936,-1.8862355,-0.028364263,0.5899845,-1.7089481,0.41829595,2.8670456,0,blues
2.830437,0.781368,-2.7645893,0.7295003,-2.8293734,-0.18237612,1.3591281,0.15616953,0.9240512,3.1966896,0,blues
-0.03688534,-0.5003392,-0.7273131,2.2562456,-2.5610988,0.63361526,1.0026973,-0.6332435,0.10266322,3.0236099,0,blues
5.922603,4.3467197,-1.4594668,-0.87033755,-2.8728182,-1.8776239,-0.48154482,-0.120910324,2.2033224,2.375836,0,blues
0.55104774,0.8363997,-0.9233736,1.1077855,-2.738297,1.273468,0.6544707,-0.4562897,-1.1653821,3.1077902,0,blues
-0.69235814,-0.63229674,-0.20757477,1.9075689,-2.3210828,1.4956685,0.5831472,-1.958772,0.5919348,2.255303,0,blues
-0.17960218,-0.8552729,-0.7514011,2.325477,-2.5034468,0.97666186,2.0727465,0.10555564,-1.127203,3.2305672,0,blues
-0.17500761,-1.9529222,-1.4129497,1.2934356,-2.7077448,1.8625643,0.98506904,-0.8544332,0.8189084,2.5182705,0,blues
3.5508509,2.9968655,-1.3773054,0.9789536,-2.3595865,-1.5426824,0.35394442,-0.038358428,0.7486985,2.8587947,0,blues
5.1638675,2.180844,-2.5495892,-0.089022905,-4.1079,-0.016235128,-0.2434442,-0.026271038,1.151576,3.1216123,0,blues
1.0436053,0.5747402,-0.17067763,2.6270823,-2.3355782,-1.0052394,1.1526774,-0.30296904,0.19016404,3.2307858,0,blues
1.224749,-0.34574914,1.3782537,3.0722418,-3.4647887,1.6684271,1.6296716,-0.2982673,-0.9923465,3.1802561,0,blues
0.50084203,0.50649196,0.2719347,3.2752469,-2.355713,-0.21888801,1.25189,-0.65722656,-0.32131842,2.9985542,0,blues
0.2841282,-0.5724908,1.7800908,2.952494,-3.059808,1.3157681,0.7703808,-0.6147764,-0.24915068,2.9153264,0,blues
1.7026777,1.5900427,-0.14368513,3.4082034,-3.3343213,-0.5620851,0.98913205,-0.37297642,-1.0824859,4.0994935,0,blues
1.3849286,0.07625427,0.7600951,3.1307583,-3.9160373,1.2872746,1.2528408,-0.2598328,-1.0564612,3.9294698,0,blues
1.6367978,0.7901473,-0.31145293,3.1270566,-3.0890012,-0.6065131,1.3315685,-0.22173703,-0.4028958,3.678396,0,blues
0.44382817,-1.1697041,1.3600631,2.9156263,-4.01518,2.6027448,0.84054,-0.8553092,-0.4349606,3.3588777,0,blues
0.39995757,1.7319599,-0.03271603,2.8263047,-2.7472184,0.45554334,1.652557,-0.38137564,-1.9758303,4.094477,0,blues
0.10110568,-0.84446436,1.9195701,2.6106799,-3.523056,2.4859447,0.68465865,-1.2021743,-0.16531703,2.9147913,0,blues
0.12466406,-1.4750353,-0.21017447,0.32306802,-2.6129353,2.4518566,0.01678259,-1.2194594,1.1410961,1.0938786,0,blues
3.2956634,1.5545899,-2.376009,-0.9708347,-2.243579,-0.308356,-1.1079922,-0.8419769,2.9705522,1.0228688,0,blues
-0.51173663,0.08947478,-1.5442765,1.7896129,-2.041414,-0.06514006,0.80339336,-0.05934623,-0.14796644,3.1281557,0,blues
-1.0005145,-0.9991535,-0.07859194,-0.06673801,-2.470818,2.8098009,-0.25830847,-1.7381325,0.49495465,1.2445523,0,blues
0.38057843,-0.9613179,-1.0043328,-0.85703576,-2.6625743,3.1253498,-0.48628289,-1.1988068,1.1367652,0.82626075,0,blues
5.2301683,3.1978624,-1.451632,-2.8841753,-3.5160813,1.0426075,-1.968705,-0.67839724,2.51545,0.8741108,0,blues
3.8474176,2.3950462,-1.5163329,-2.0659199,-2.9814334,0.52730423,-1.2324324,-0.20338875,1.9694668,1.7338192,0,blues
-0.8815676,-0.86872447,1.5105017,0.38346985,-2.240394,4.5652575,-0.14600416,-2.9553695,1.1932069,0.11721232,0,blues
3.4852426,1.6150008,0.059513945,-0.3565113,-3.350405,1.8997065,-0.5639248,-2.1202722,1.700193,1.0748031,0,blues
2.8798468,2.0319607,-1.6358536,0.9420895,-3.21451,-0.28120494,0.73396283,-0.5102798,-0.45295605,3.2905092,0,blues
0.69620657,-0.16533901,-0.04923701,3.9353907,-3.011569,-0.01694803,1.6883521,-0.44339937,-0.33919653,3.4942336,0,blues
0.051687628,-2.1413167,1.4953827,3.3214633,-3.2777736,1.9205494,0.96220696,-0.91679466,0.39836913,2.3952427,0,blues
2.4842196,1.0387747,-0.7209568,2.7702258,-2.9979684,-0.34279102,1.1229494,-0.77326363,0.27903423,3.232762,0,blues
4.595326,3.2384014,0.6047933,1.2938508,-2.7671478,-0.8035998,-0.36540645,-1.13606,0.5993524,2.0501106,0,blues
0.29229483,-1.7834817,1.2601142,3.3354084,-3.1010303,1.5851793,0.89256716,-0.91116524,0.4501922,2.5253136,0,blues
0.21379587,-1.820972,1.2901449,3.276133,-3.5676515,2.1747375,1.2257192,-0.9661828,0.008344835,2.8099563,0,blues
3.2995536,2.1345186,0.34702015,1.2862802,-2.2799048,-0.1576328,-0.33702996,-1.3849802,0.8350436,1.6348436,0,blues
3.779041,1.2348552,-0.35713637,1.3569908,-3.4813669,-0.08176082,0.3890974,0.024990931,0.49670786,3.1630964,0,blues
0.59891874,-0.36008483,1.2087237,4.3041697,-3.1208858,0.34162283,1.3771961,-0.7520473,-0.40559942,3.1996202,0,blues
0.62866247,-0.31174737,-0.71801853,2.623506,-0.92853546,-1.3887582,1.2562497,-0.43874362,1.7984701,1.4681346,0,blues
2.4156117,0.39083606,-1.293708,2.4982812,-2.7146983,-0.3230083,0.2339539,-2.1662836,2.352522,1.8727816,0,blues
-0.33334392,-1.4326577,0.13886115,1.2474004,-2.5542629,2.797407,0.23310581,-1.7493123,1.1264528,1.07581,0,blues
-0.75714296,-1.9864432,-0.23387323,1.3091278,-2.2258677,2.283318,0.45738155,-1.9506071,1.8885132,1.4127597,0,blues
-0.5557903,-0.7732641,-0.70886993,2.5197318,-1.78886,-0.1705854,0.9287479,-1.0442393,0.9295808,2.3507817,0,blues
-0.27051887,-1.013874,0.3789534,0.9557604,-2.3293352,2.7026646,-0.2163601,-2.130982,1.3499298,0.6372504,0,blues
