tsne_1,tsne_2,true_label_name,pca_cluster
7.370046,14.7697525,blues,9
8.698255,-21.753372,blues,9
6.1211824,-34.551907,blues,1
1.8652198,33.994232,blues,0
3.2504838,34.586308,blues,9
8.789347,-22.257217,blues,9
6.1074038,-34.616917,blues,1
4.0196323,17.220737,blues,9
1.69554,34.058838,blues,0
9.474461,-22.0157,blues,9
-39.323708,-8.57127,blues,7
-39.315742,-8.250585,blues,7
-38.97233,-8.211872,blues,7
-37.570076,-8.3161125,blues,7
-38.737064,-8.544413,blues,7
-38.35438,-8.146899,blues,7
-38.730392,-8.102445,blues,7
-38.71166,-8.094491,blues,7
-39.263138,-7.8584576,blues,7
-38.960583,-7.923852,blues,7
1.7619305,19.597437,blues,9
-1.2841171,1.38237,blues,9
-9.219131,-14.043526,blues,8
21.87594,-68.40706,blues,1
-7.1663322,-10.61844,blues,9
-40.69495,-25.073214,blues,7
-0.14700188,20.329918,blues,0
-22.091608,-66.24041,blues,1
-7.5947785,-14.090559,blues,9
-9.208638,-12.489667,blues,0
24.67703,-68.68532,blues,1
-9.070515,-14.521263,blues,9
8.564391,-12.723384,blues,6
8.506169,-12.738034,blues,1
24.649927,-68.69134,blues,1
29.553802,-63.399155,blues,1
2.163198,36.14536,blues,0
-3.2463582,-7.941177,blues,9
1.0628159,0.22572108,blues,9
24.616858,-68.67891,blues,1
11.359834,-10.85099,blues,6
3.1477778,13.161026,blues,9
11.538519,-10.941101,blues,9
3.78289,13.004948,blues,0
10.109858,-9.562535,blues,9
3.39998,13.354238,blues,9
11.280273,-10.961078,blues,6
2.3341842,12.9593725,blues,9
2.772006,13.375649,blues,9
2.653792,13.023573,blues,9
-7.031766,-10.238386,blues,9
2.7854576,-25.897606,blues,1
2.420224,15.129395,blues,9
-8.285992,-16.19304,blues,9
-5.1360264,-11.173633,blues,9
6.585189,-36.739693,blues,1
-6.9934354,-10.381839,blues,9
-9.097236,-9.46343,blues,9
2.5831308,-13.3942175,blues,9
6.5479136,-36.740578,blues,1
-27.353958,-19.464952,blues,9
-17.094757,-9.609554,blues,7
-38.896725,-40.079487,blues,7
-27.432297,-19.200317,blues,9
-12.156261,-1.7949982,blues,9
4.282907,-42.617233,blues,1
-27.34567,-19.386679,blues,9
-18.957424,-39.490677,blues,8
5.653955,-37.48522,blues,1
-23.789639,-41.071754,blues,8
5.2204733,-42.679775,blues,1
15.62487,-45.65908,blues,1
15.703343,-45.546455,blues,1
-12.735213,-16.421,blues,0
-3.686825,-0.6155861,blues,0
-12.121945,-12.134336,blues,8
-11.780023,-11.0526085,blues,0
-2.4912386,-3.2719908,blues,0
-2.582187,-3.313359,blues,0
-3.61287,-7.3839793,blues,9
-8.350085,19.836235,blues,0
-36.767582,-27.166325,blues,1
-8.480876,20.59677,blues,0
-6.0065103,-10.167668,blues,9
-8.901636,-17.340105,blues,9
-3.2116783,18.423687,blues,9
-7.689283,-13.631643,blues,9
-18.828074,-39.454693,blues,8
9.879304,-40.24796,blues,1
-10.271794,-19.380682,blues,9
-12.860529,0.6098706,blues,7
-8.4364605,20.557945,blues,0
-9.685183,1.7143257,blues,9
-14.606625,-15.03744,blues,8
-9.479283,2.5285664,blues,9
-30.929049,-24.738369,blues,7
4.495082,-8.199928,blues,9
-33.531445,-25.199003,blues,7
-10.8980255,21.742222,blues,0
-13.799751,-15.072204,blues,8
-8.253038,-6.0582795,blues,9
2.0086544,-17.17789,blues,9
-5.3204994,-7.298353,blues,9
7.13939,-42.0758,blues,1
-3.118428,-7.185966,blues,9
1.5326349,-17.2676,blues,9
-3.604504,-6.9647756,blues,9
7.587153,-42.53156,blues,1
-2.3992221,-6.3132906,blues,9
7.3384113,-42.63612,blues,1
-35.535282,-30.7507,blues,7
-24.821291,28.344248,blues,8
-8.625766,3.3275158,blues,9
-42.803226,-46.67425,blues,7
-35.555878,-32.682743,blues,7
-27.968441,-40.884834,blues,8
-27.975739,-40.729744,blues,8
-32.819817,-65.57814,blues,1
-29.3192,-39.799717,blues,8
-8.576392,15.196974,blues,8
-5.135817,-7.435423,blues,9
8.07397,-40.61533,blues,1
-8.590976,-7.9518337,blues,9
-10.806115,-13.347116,blues,8
7.9341288,-40.78805,blues,1
8.065975,-40.84545,blues,1
-9.947666,-13.873071,blues,8
-9.997767,-10.8065405,blues,9
1.522266,-19.900202,blues,9
-16.149775,-0.55754775,blues,9
-10.419412,-18.440876,blues,8
-35.423435,-29.610823,blues,1
-36.18622,-28.751049,blues,1
-11.858765,-0.9404709,blues,9
-35.4944,-30.081142,blues,1
-35.268715,-29.407764,blues,1
-21.104816,-8.373645,blues,9
-12.018969,-1.6157964,blues,9
-33.675735,-29.584301,blues,7
-10.447365,-17.108625,blues,8
-3.532569,-0.27270252,blues,9
-11.822165,-12.490422,blues,8
-13.964821,-15.436008,blues,8
8.562407,-44.42345,blues,1
-14.581437,-15.390073,blues,8
-3.2096574,-1.0573359,blues,0
10.315339,-46.0805,blues,1
-14.173427,-15.390402,blues,8
-3.313067,-1.8046871,blues,9
10.30841,-46.05046,blues,1
3.2335112,-16.25575,blues,9
-13.673973,-15.776177,blues,0
-5.2798085,-15.41653,blues,9
-2.1465797,-4.8966084,blues,9
-6.488159,-18.482262,blues,1
-16.677095,-10.095433,blues,8
-12.022215,-12.388052,blues,8
-4.1062694,-5.996942,blues,9
-12.764956,-15.45964,blues,0
-13.620462,-15.169463,blues,8
1.1237705,-19.79639,blues,9
1.1456048,-19.781954,blues,9
-9.238298,-9.629589,blues,9
-10.280385,-14.939548,blues,8
-15.443226,-73.93117,blues,1
-2.9926195,-6.184499,blues,9
-7.5758457,-12.904722,blues,9
-14.959417,-74.124886,blues,1
-7.029987,-12.655849,blues,9
-5.5913444,-22.02541,blues,1
-5.008871,-11.29176,blues,9
1.089516,-19.539455,blues,9
10.764841,-41.941162,blues,1
10.987386,-43.517097,blues,1
-2.5638282,-6.3017435,blues,9
-3.7388842,-8.345139,blues,9
2.9613,-16.875664,blues,9
11.024408,-43.42287,blues,1
-4.1147065,-8.297369,blues,9
-3.018789,-7.7654347,blues,9
7.3047442,-42.52676,blues,1
-12.730901,-11.866666,blues,8
2.7185128,-17.212595,blues,9
7.7983437,-39.948532,blues,1
-10.814849,-11.958892,blues,8
-2.5724494,-4.178364,blues,0
1.5834272,-44.25725,blues,1
-2.7229984,-8.187379,blues,9
-3.1943812,-15.152769,blues,8
1.3395056,-44.338314,blues,1
10.641124,-44.396233,blues,1
-12.499153,-16.781395,blues,8
-5.618491,-17.45827,blues,9
-3.3447726,-5.6780176,blues,9
4.9167714,-42.714916,blues,1
-12.856074,-16.680119,blues,8
-3.1772013,-2.2504592,blues,9
-6.261233,-19.879622,blues,1
-6.288147,-19.766975,blues,1
27.081438,52.39411,blues,8
0.4334458,-19.970066,blues,9
7.4907513,-39.613613,blues,1
-11.104016,-17.023314,blues,8
-9.812708,-14.714816,blues,8
1.3936517,-0.027692555,blues,9
2.1481285,-21.077915,blues,9
7.2771826,-37.79041,blues,1
-9.121183,-15.766753,blues,8
-17.097897,-46.224476,blues,8
-10.371469,-14.706246,blues,8
-4.831631,-11.545902,blues,9
12.083958,-32.111404,blues,1
10.921116,-40.582043,blues,1
-4.773241,-8.255726,blues,9
-4.6700244,-8.2838745,blues,9
10.853526,-40.778625,blues,1
4.3118563,-23.230677,blues,9
1.6595758,-20.900034,blues,9
1.1076136,-18.190544,blues,9
11.129785,-40.55145,blues,1
14.679703,39.83142,blues,9
8.57676,39.401382,blues,9
14.250104,42.05978,blues,9
15.887057,38.439686,blues,0
8.524831,39.470417,blues,9
8.372863,39.302605,blues,9
15.052606,44.449474,blues,9
12.711994,41.131447,blues,9
13.497729,40.01351,blues,9
15.047874,42.37054,blues,9
14.787728,47.091393,blues,9
8.788253,40.906654,blues,9
9.507508,42.470455,blues,9
9.353025,42.100452,blues,9
12.091287,45.86476,blues,9
11.215295,43.027386,blues,9
13.363055,42.260143,blues,9
11.359649,42.706505,blues,9
14.472448,47.16592,blues,9
14.447619,47.02114,blues,9
12.713663,44.97044,blues,9
12.121357,40.309574,blues,9
12.951911,44.701813,blues,9
13.228398,44.317284,blues,9
12.697559,44.06219,blues,9
-15.960524,-22.73843,blues,8
15.917282,38.41421,blues,8
-14.446642,-38.555824,blues,8
12.728895,40.323315,blues,9
14.339511,46.888454,blues,9
11.21553,39.117455,blues,9
10.110715,39.25782,blues,9
-21.619434,-18.874332,blues,9
9.904391,38.777523,blues,9
8.129719,39.872334,blues,9
7.7928824,39.81874,blues,9
-22.905476,-17.856447,blues,9
14.771441,43.78205,blues,9
11.830385,-17.259779,blues,9
9.893089,39.74123,blues,9
-15.649548,-23.236982,blues,8
8.725512,40.992126,blues,9
10.106102,41.465897,blues,9
10.465083,42.804054,blues,9
12.286293,42.13451,blues,9
10.143856,42.435776,blues,9
8.572503,41.039165,blues,9
10.910718,42.239395,blues,9
14.101505,44.50232,blues,9
14.830374,43.43634,blues,9
13.117916,41.128014,blues,9
12.021009,40.847824,blues,9
-15.934603,-22.81995,blues,8
10.58695,39.6638,blues,9
13.522936,45.208065,blues,9
13.455936,40.320847,blues,9
-11.089949,19.145264,blues,9
13.877115,40.72537,blues,9
13.590229,41.031372,blues,9
13.238639,41.882088,blues,9
11.519696,44.424206,blues,9
10.92992,44.665062,blues,9
14.299461,47.056454,blues,9
-22.750227,-18.739899,blues,1
12.03556,45.477203,blues,9
11.797951,45.542747,blues,9
11.134691,45.784813,blues,9
13.010444,44.83023,blues,9
13.152094,45.438393,blues,9
11.696684,45.926083,blues,9
15.33837,39.329784,blues,9
12.342855,44.298214,blues,9
12.820167,42.9257,blues,9
12.09074,43.339153,blues,9
14.764172,47.552372,blues,1
11.340592,43.54142,blues,9
12.661422,43.230534,blues,9
14.929015,39.589413,blues,9
12.088956,43.9952,blues,9
12.175052,43.75521,blues,9
18.975388,37.13892,blues,8
18.677828,36.911118,blues,8
18.614511,36.306015,blues,0
16.869213,41.327625,blues,9
18.727224,37.293427,blues,8
18.81108,37.513077,blues,8
18.49013,37.808594,blues,8
16.841148,41.275036,blues,9
18.30914,38.378674,blues,8
18.08406,38.508446,blues,8
11.32472,45.41247,blues,9
12.550015,43.921577,blues,9
8.4064045,40.878548,blues,9
12.28791,43.066612,blues,9
10.214038,43.605614,blues,9
10.504839,42.634377,blues,9
13.943049,42.4882,blues,9
12.248207,42.70522,blues,9
11.064806,45.287487,blues,9
11.218858,45.89898,blues,9
14.279904,-68.360695,blues,1
12.41663,-18.385616,blues,9
17.922676,37.475716,blues,8
-15.736697,-22.976704,blues,8
9.570065,40.39817,blues,9
12.438299,-18.272173,blues,9
10.580062,40.0323,blues,9
12.424673,-18.326672,blues,9
10.047017,42.770424,blues,9
10.942343,41.398808,blues,9
-19.148252,76.95673,blues,5
-18.098495,74.89526,blues,5
-19.24951,76.74814,blues,5
-18.382824,78.5751,blues,5
-18.674742,78.06171,blues,5
-18.15682,76.76735,blues,5
-17.849005,78.59857,blues,5
-17.626085,79.28994,blues,5
-18.420214,77.99275,blues,5
-19.821087,81.316895,blues,5
-17.276045,74.22639,blues,5
-17.02503,75.77704,blues,5
-16.78092,75.14162,blues,5
-17.638243,77.2102,blues,5
-16.836985,75.020226,blues,5
-17.317629,77.31111,blues,5
-18.86734,75.90937,blues,5
-19.282663,76.38701,blues,5
-17.159134,75.53321,blues,5
-17.216896,75.64359,blues,5
-14.223746,70.23399,blues,5
-14.955095,70.24347,blues,5
-15.553558,75.04802,blues,5
-15.318854,69.91388,blues,5
-13.522927,69.29254,blues,5
-15.29133,70.105484,blues,5
-15.503976,71.94678,blues,5
-18.078194,75.91313,blues,5
-13.402307,78.01649,blues,5
-14.799238,80.77177,blues,5
-19.019402,74.63105,blues,5
-18.376238,74.484184,blues,5
-18.971481,74.81724,blues,5
-19.166334,75.185394,blues,5
-17.282368,79.718506,blues,5
-18.613459,74.37257,blues,5
-18.545692,74.352684,blues,5
-18.658915,74.120094,blues,5
-18.050987,77.10706,blues,5
-17.64454,79.22987,blues,5
-14.31339,69.49445,blues,5
-14.542418,69.835365,blues,5
-16.942343,79.52027,blues,5
-13.792923,69.27022,blues,5
-14.168766,69.58377,blues,5
-14.749504,69.58237,blues,5
-18.319134,80.09685,blues,5
-15.535948,72.085846,blues,5
-18.704361,79.97379,blues,5
-18.939133,79.77469,blues,5
-13.286274,81.56592,blues,5
-13.601468,81.61618,blues,5
-13.351009,81.28871,blues,5
-13.38056,81.66947,blues,5
-13.340108,81.82601,blues,5
-13.451495,81.951324,blues,5
-13.567155,81.49001,blues,5
-13.389682,81.55683,blues,5
-14.091818,81.314545,blues,5
-14.975476,81.22664,blues,5
-13.819908,79.80811,blues,5
-13.808019,79.25161,blues,5
-13.928398,79.785225,blues,5
-14.114824,80.27784,blues,5
-14.047162,79.44197,blues,5
-13.874189,79.193146,blues,5
-4.7916903,61.169685,blues,0
-14.596456,77.87449,blues,5
-14.2020645,78.832436,blues,5
-14.16706,79.247154,blues,5
-17.198912,81.46639,blues,5
-17.248377,81.27499,blues,5
-17.063633,81.14594,blues,5
-16.776243,80.69025,blues,5
-16.323357,80.53604,blues,5
-15.336234,79.78551,blues,5
-16.413736,80.82135,blues,5
-16.5327,80.71663,blues,5
-14.568853,79.36934,blues,5
-19.14195,75.531525,blues,5
-19.96513,75.996,blues,5
-19.149069,74.49432,blues,5
-19.305813,74.1693,blues,5
-18.228714,78.7888,blues,5
-21.284208,74.94048,blues,5
-20.038815,74.27093,blues,5
-20.396894,75.373886,blues,5
-20.443127,75.7231,blues,5
-20.185938,75.65274,blues,5
-19.733385,74.84692,blues,5
-10.000522,79.22048,blues,9
-22.050055,56.02947,blues,9
-10.32284,79.2946,blues,9
-10.653593,79.41655,blues,5
-11.008096,79.39729,blues,5
-12.212795,79.1592,blues,5
-10.775162,79.44668,blues,5
-10.802587,79.48228,blues,5
-9.756122,79.108696,blues,9
-9.2816925,78.89736,blues,9
-68.91994,-4.762238,blues,3
-69.00243,-4.7689905,blues,3
-75.44403,-7.7435436,blues,3
-69.00661,-4.762758,blues,3
-43.97629,-2.6255102,blues,7
-41.24919,-4.580613,blues,7
-41.107193,-5.3584733,blues,7
-39.695175,-0.03148725,blues,7
-41.20499,-5.2286553,blues,7
-41.152683,0.65665,blues,7
-66.30563,-1.6460971,blues,3
-58.29925,-7.8523836,blues,7
-57.81002,-8.003383,blues,7
-60.71406,-6.298884,blues,3
-65.79737,-5.7225122,blues,3
-65.27633,-4.4865546,blues,3
-65.32645,-4.5018635,blues,3
-44.870823,33.505856,blues,7
-29.971855,-0.9425293,blues,7
-29.95724,-0.95004123,blues,7
-2.0987432,-0.92812276,blues,0
-11.850448,-16.72387,blues,0
4.9635763,-10.6898575,blues,9
4.8643107,-4.107743,blues,9
-8.563646,-17.501553,blues,9
-8.025792,-7.458673,blues,9
5.000946,-10.892106,blues,6
4.617442,-10.976735,blues,9
-1.9921138,5.856359,blues,0
-4.687763,4.471896,blues,9
-36.085705,2.8416693,blues,7
-36.159744,2.924841,blues,7
-45.60848,-8.247627,blues,7
-35.903526,1.80757,blues,7
-44.143852,7.5136986,blues,7
-45.590473,-8.346185,blues,7
-40.704006,7.7656097,blues,7
-39.96985,8.500527,blues,7
-64.362,-1.3579053,blues,3
-35.801193,7.1579895,blues,7
-72.452156,-7.118784,blues,3
-43.28281,-2.3753645,blues,7
-42.671524,-2.1242826,blues,7
-39.11911,1.5125418,blues,7
-42.81121,-1.8753707,blues,7
-65.83048,-1.8390563,blues,3
-43.44692,-2.614832,blues,3
-43.11272,-2.4144826,blues,7
-43.775406,-3.3569045,blues,7
-43.249077,-4.1866446,blues,3
-59.612713,-7.325843,blues,3
-64.427795,-5.8903823,blues,3
-64.37266,-2.2094374,blues,3
-63.891747,-5.5597143,blues,3
-47.499973,6.0225687,blues,7
-22.612038,9.965375,blues,7
-23.081787,9.564677,blues,7
-37.64114,1.9283593,blues,7
-22.729925,9.363627,blues,7
-37.39048,2.0185874,blues,7
-13.669592,14.444217,blues,9
-27.50299,6.287874,blues,7
-41.95296,-11.895458,blues,7
-2.115544,15.847635,blues,9
-4.6555305,4.4416633,blues,9
-22.373953,-0.114195764,blues,7
-33.852497,-10.984545,blues,7
-41.002865,-9.718559,blues,7
-53.716763,-0.5918391,blues,7
-20.66661,35.201992,blues,0
-41.18624,-0.15654087,blues,7
-38.58479,3.7274315,blues,7
-38.12014,2.5999956,blues,7
-38.32123,1.5600616,blues,7
-37.980556,1.3888568,blues,7
-38.089592,2.359345,blues,7
-37.790295,-7.3823957,blues,7
-35.733017,-7.8609004,blues,7
-19.693094,-0.8340326,blues,0
-47.693657,6.238987,blues,7
-35.72443,-2.2542248,blues,7
-62.60759,-5.745595,blues,3
-49.571682,4.640888,blues,7
-33.33977,-0.7948008,blues,7
-35.549843,2.5408633,blues,7
-36.265938,-8.175492,blues,7
-32.687675,-2.043393,blues,7
-19.606865,-9.015707,blues,7
-42.055202,-7.710296,blues,7
-33.11712,-1.5780343,blues,7
-45.75199,5.2175283,blues,7
-63.46368,-4.129672,blues,3
-64.37849,-2.6492589,blues,3
-45.764057,5.3622665,blues,7
-64.67437,-2.1609547,blues,3
-63.580456,-3.448586,blues,3
-62.417774,-2.475944,blues,3
-72.34422,-6.894292,blues,3
-38.161434,3.335613,blues,7
-38.60548,2.1329186,blues,7
-72.62385,-4.8218064,blues,3
-65.90218,-3.340334,blues,3
-72.32958,-7.0946183,blues,3
-47.370316,3.0874453,blues,7
-41.2785,-5.5821867,blues,7
-41.76569,-0.682926,blues,7
-41.31068,-5.4640803,blues,7
-43.700798,-2.7718265,blues,7
-42.822727,-2.727505,blues,3
-54.924793,2.15679,blues,7
-48.51839,59.94859,blues,3
-51.69535,61.80619,blues,3
-52.148098,61.878544,blues,3
-48.57194,59.96153,blues,3
-48.25392,61.374893,blues,3
-48.91208,61.714188,blues,3
-49.289658,62.186348,blues,3
-48.808983,59.68503,blues,5
-49.945827,59.469406,blues,5
-49.976826,59.476,blues,3
-32.954113,26.058516,blues,7
-31.839409,31.32688,blues,0
-32.125652,30.918736,blues,8
-45.60843,-18.431332,blues,7
-31.320004,30.957748,blues,0
-32.190624,30.686764,blues,8
-33.337303,-5.4501853,blues,7
-31.703371,31.011024,blues,8
-28.717405,29.707481,blues,0
-32.88345,26.68739,blues,7
-37.514763,29.861395,blues,7
-64.50203,17.328527,blues,3
-33.491905,31.251266,blues,7
-67.30138,16.1751,blues,3
-34.27774,30.558256,blues,7
-33.306866,30.581562,blues,7
-64.30861,17.218843,blues,3
-64.52459,17.360607,blues,3
-35.75442,30.118011,blues,7
-37.32891,29.849222,blues,7
-64.700775,20.42756,blues,3
-69.85601,15.922571,blues,3
-70.14606,16.474705,blues,3
-70.50737,16.106977,blues,3
-71.19699,15.658964,blues,3
-70.827156,16.055801,blues,3
-70.91478,16.78261,blues,3
-71.06887,16.725908,blues,3
-70.36307,15.929774,blues,3
-70.831856,16.622805,blues,3
-65.42164,17.873882,blues,3
-32.0355,33.847374,blues,7
-34.304443,31.136393,blues,7
-65.32504,17.812578,blues,3
-34.046173,31.282728,blues,7
-34.827682,31.84443,blues,7
-65.76967,17.9729,blues,3
-64.752975,20.41065,blues,7
-33.5035,31.693737,blues,7
-37.409706,29.849424,blues,7
-34.852264,26.930235,blues,7
-34.887585,27.39017,blues,7
-31.735395,34.0707,blues,8
-31.818613,33.95268,blues,7
-35.759632,27.244164,blues,7
-35.501633,27.547625,blues,7
-35.338158,26.649694,blues,7
-54.01786,15.864981,blues,7
-57.12119,16.513157,blues,7
-57.086838,16.345062,blues,7
-37.070774,25.87962,blues,7
-54.581802,17.672256,blues,7
-34.486748,28.713099,blues,7
-34.12743,28.843176,blues,7
-34.208992,29.674145,blues,7
-34.65354,28.713646,blues,7
-37.306374,25.885387,blues,7
-54.719963,17.693213,blues,7
-54.58796,17.77966,blues,7
-55.582424,17.585484,blues,7
-61.0371,20.813755,blues,3
-61.42029,18.896212,blues,3
-39.27507,27.112206,blues,7
-39.305145,27.105764,blues,7
-57.75204,17.652296,blues,7
-61.138844,18.97187,blues,3
-60.484875,18.038427,blues,3
-60.17316,20.990473,blues,3
-37.83916,27.326544,blues,7
-59.807182,21.21427,blues,7
-49.47281,-12.323001,blues,7
-49.50582,-12.25564,blues,7
-35.09071,31.374554,blues,7
-35.85512,30.829685,blues,7
-34.925884,31.266134,blues,7
-65.98747,19.886898,blues,7
-35.471867,31.324383,blues,7
-49.61006,-12.061704,blues,7
-35.959892,30.721003,blues,7
-65.69948,20.044323,blues,7
-33.079453,-5.3276124,blues,7
-31.208889,25.337175,blues,7
-30.980206,25.54163,blues,7
-30.40404,26.595572,blues,7
-32.080967,24.934368,blues,7
-32.418423,-4.9741993,blues,7
-32.456154,-4.8331475,blues,7
-33.008446,26.553469,blues,7
-32.54591,27.370808,blues,7
-32.586308,-5.1120744,blues,7
-70.17365,16.357935,blues,3
-58.21055,17.527887,blues,3
-58.32701,17.462582,blues,3
-71.64146,15.515759,blues,3
-71.31693,15.909779,blues,3
-71.04122,14.775813,blues,3
-70.60011,15.407526,blues,3
-70.513145,15.603603,blues,3
-70.860146,14.895645,blues,3
-70.9797,15.237279,blues,3
-66.56268,17.723703,blues,3
-66.44405,18.019342,blues,3
-66.70008,17.633924,blues,3
-66.5143,17.900421,blues,3
-67.72929,18.793634,blues,3
-67.77468,18.61488,blues,3
-67.61612,18.594902,blues,3
-67.45512,18.280565,blues,3
-66.140686,18.451279,blues,3
-66.78477,17.788952,blues,3
-65.101006,-13.52552,blues,3
-62.02096,-11.297424,blues,3
-61.321316,-12.580773,blues,7
-65.22302,-13.505689,blues,3
-61.742615,-11.762894,blues,7
-63.295803,-13.186816,blues,3
-64.02676,-13.877563,blues,3
-64.12634,-14.018386,blues,3
-62.22265,-12.900534,blues,7
-60.66724,-12.817103,blues,7
-49.256687,3.2574587,blues,7
-62.262512,0.63452005,blues,3
-56.112206,-4.698711,blues,3
-49.353477,4.405247,blues,7
-78.446526,16.80413,blues,3
-41.82364,6.463778,blues,7
-11.5372925,35.033978,blues,0
-56.277847,-4.6308827,blues,3
-55.863297,-5.3789916,blues,3
-56.904377,-4.6494184,blues,3
-20.051134,66.340866,blues,5
-18.798916,65.64356,blues,5
-19.379202,65.9817,blues,5
-20.060696,66.33175,blues,5
-25.24828,81.68382,blues,5
-19.907198,66.30011,blues,5
-20.044186,66.329384,blues,5
-20.114286,66.311905,blues,5
-24.86589,78.81064,blues,5
-19.994802,66.29698,blues,5
-25.297607,81.164024,blues,5
-25.428724,80.54826,blues,5
-25.330517,81.000465,blues,5
-26.038689,79.92082,blues,5
-25.30199,81.33449,blues,5
-25.49272,80.59641,blues,5
-25.12606,81.50446,blues,5
-26.016956,79.955475,blues,5
-25.409697,81.02313,blues,5
-25.402878,80.540276,blues,5
-64.787605,-16.884151,blues,3
-63.262165,-15.749903,blues,3
-64.335556,-15.896967,blues,3
-42.359665,7.6099424,blues,7
-66.13516,-15.794859,blues,3
-65.46933,-17.439192,blues,3
-64.78584,-17.222742,blues,3
-64.28262,-16.521227,blues,3
-64.85354,-16.745377,blues,3
-65.049706,-16.509571,blues,3
-67.74061,-20.243622,blues,3
-69.49509,-20.429104,blues,3
-68.52437,-20.31617,blues,3
-69.643684,-20.38422,blues,3
-69.00894,-20.370602,blues,3
-69.53869,-20.33378,blues,3
-67.89634,-20.180992,blues,3
-68.4545,-20.31582,blues,3
-69.80236,-20.46538,blues,3
-69.735756,-20.412436,blues,3
-71.09949,-21.747654,blues,3
-71.10406,-21.388727,blues,3
-71.60556,-20.811163,blues,3
-72.34861,-21.826479,blues,3
-71.826744,-21.470453,blues,3
-67.771286,-20.922277,blues,3
-72.41165,-21.943064,blues,3
-71.077705,-21.65242,blues,3
-72.75149,-22.271547,blues,3
-72.1946,-21.627573,blues,3
-43.523754,0.72576964,blues,7
-43.780895,0.6755799,blues,7
-43.91014,0.76674515,blues,7
-39.017815,1.7670467,blues,7
-44.356815,1.0591276,blues,7
-42.17186,0.025418222,blues,7
-42.88168,0.18443763,blues,7
-44.188457,0.9741367,blues,7
-41.828484,-0.1242107,blues,7
-49.86656,-5.0073376,blues,7
-69.41267,-19.43521,blues,3
-70.04904,-19.058044,blues,3
-70.58271,-19.620506,blues,3
-69.91487,-19.220934,blues,3
-69.49326,-19.220348,blues,3
-69.2086,-19.02575,blues,3
-69.32802,-19.130716,blues,3
-42.51487,-0.50501794,blues,7
-29.028906,-5.2655253,blues,7
-29.186626,-4.9825554,blues,7
-50.31569,-5.5659404,blues,7
-60.63227,-12.938476,blues,7
-50.74232,-5.4961233,blues,7
-50.7956,-5.5965724,blues,7
-51.538914,-5.8697414,blues,7
-50.515003,-5.712756,blues,7
-42.15864,5.3098087,blues,7
-49.819008,-6.3686857,blues,7
-49.92794,-6.2330947,blues,7
-42.149063,5.6582904,blues,7
-67.464836,-15.477547,blues,3
-72.36741,-15.532464,blues,3
-69.764206,-17.093954,blues,3
-68.49927,-15.170637,blues,3
-68.57444,-15.134834,blues,3
-67.44793,-14.433001,blues,3
-68.618774,-15.042015,blues,3
-67.17486,-14.078371,blues,3
-67.411835,-14.235615,blues,3
-67.85017,-14.903859,blues,3
-62.596443,-15.152388,blues,3
-24.69884,33.430504,blues,7
-62.739796,-15.086875,blues,3
-62.611282,-15.301637,blues,3
-61.16668,-14.061265,blues,7
