tsne_1,tsne_2,true_label_name,raw_cluster
-1.5438008,-26.261662,blues,2
-3.240182,-23.00987,blues,2
-6.123784,-20.35566,blues,2
-3.354401,-22.729895,blues,2
-1.5838034,-26.090675,blues,2
12.383766,56.086636,blues,2
10.925677,59.903812,blues,2
12.999369,56.17609,blues,2
11.456731,55.847385,blues,2
10.979127,60.617775,blues,2
10.761515,60.995113,blues,2
14.05963,56.375492,blues,2
13.351675,56.31802,blues,2
11.331288,57.303352,blues,2
14.349547,54.919514,blues,7
18.872282,58.033684,blues,2
13.247749,62.041172,blues,2
14.452394,62.20143,blues,2
14.190508,61.612686,blues,2
15.584309,60.40626,blues,2
14.80709,61.566624,blues,2
13.180992,57.4244,blues,2
15.41914,61.228584,blues,2
18.949621,58.607517,blues,2
18.76984,58.34215,blues,2
15.459745,58.34201,blues,2
13.016147,58.043697,blues,2
14.271361,57.97288,blues,2
13.824131,57.83807,blues,2
14.570693,57.726788,blues,2
-1.9935677,-15.167149,blues,7
12.267401,54.02139,blues,7
-35.396786,-59.77794,blues,7
11.452262,57.44865,blues,2
18.564981,58.30149,blues,2
14.684302,63.286922,blues,2
14.50167,63.175636,blues,2
20.130772,57.42717,blues,2
13.29739,63.568077,blues,2
10.491015,61.146397,blues,2
10.869376,61.670277,blues,2
20.25129,57.251858,blues,2
17.601913,56.896446,blues,2
18.311949,55.42495,blues,2
13.399886,63.32511,blues,2
-1.8403004,-14.105654,blues,7
12.178602,60.131855,blues,2
13.978594,60.49273,blues,2
14.262952,59.739597,blues,2
12.525469,58.810783,blues,2
12.899701,59.581627,blues,2
12.242323,60.381714,blues,2
13.498032,60.170845,blues,2
17.275253,58.068104,blues,2
18.872866,56.87457,blues,2
11.8800745,58.139027,blues,2
13.197754,56.80865,blues,2
-1.8639926,-14.247353,blues,7
13.877973,61.171654,blues,2
15.981944,58.266163,blues,2
11.782257,57.884975,blues,2
13.457425,55.617443,blues,2
11.879898,57.843575,blues,2
12.000883,57.929802,blues,2
13.905651,57.205276,blues,2
16.330976,60.006756,blues,2
16.764637,60.34,blues,2
19.168222,58.687984,blues,2
19.885824,58.160076,blues,2
17.040476,60.41784,blues,2
16.249933,60.334126,blues,2
16.149393,60.342987,blues,2
17.21924,59.14539,blues,2
17.307384,59.35147,blues,2
16.57158,60.34642,blues,2
12.198382,54.680367,blues,2
15.128854,58.870594,blues,2
13.935138,59.028915,blues,2
14.799346,58.826088,blues,2
19.570824,57.695744,blues,2
14.37883,59.072662,blues,2
14.624631,58.55496,blues,2
12.111664,54.790977,blues,2
14.713116,58.478153,blues,2
14.578431,58.683716,blues,2
17.52515,47.376274,blues,7
17.386395,47.061535,blues,7
17.421543,46.495026,blues,7
17.952652,51.678936,blues,2
17.425009,47.537228,blues,7
17.423183,47.70916,blues,7
17.33041,48.131664,blues,7
17.91663,51.543636,blues,7
17.663137,49.82447,blues,7
17.630106,49.852566,blues,7
16.463444,60.886692,blues,2
16.106703,59.652576,blues,2
12.621738,62.01164,blues,2
18.337856,60.921894,blues,2
16.296053,61.72565,blues,2
15.472647,61.51419,blues,2
18.446955,60.8033,blues,2
17.82351,61.24484,blues,2
15.934619,60.85702,blues,2
16.362532,60.77596,blues,2
12.174933,-71.9456,blues,7
19.072027,55.70095,blues,2
17.202589,48.620644,blues,7
-1.8138652,-13.966036,blues,7
12.241748,59.810738,blues,2
18.89866,55.52456,blues,2
12.758951,60.653976,blues,2
18.905087,55.575924,blues,2
12.906981,59.441322,blues,2
14.903149,56.970436,blues,2
-66.23306,-47.817104,blues,0
-65.85546,-47.251053,blues,8
-66.70995,-48.34727,blues,0
-66.84895,-48.67476,blues,0
-66.76314,-48.254547,blues,0
-66.97434,-48.210976,blues,0
-67.12304,-49.146072,blues,0
-67.128914,-49.376087,blues,0
-66.78882,-48.509254,blues,0
-66.059135,-49.981327,blues,0
-64.53189,-45.80063,blues,8
-64.74227,-46.780174,blues,0
-64.58738,-46.512085,blues,8
-65.266655,-48.97633,blues,0
-64.74915,-46.56531,blues,0
-65.16923,-49.181614,blues,0
-65.00598,-48.1248,blues,0
-65.24476,-48.268467,blues,0
-64.664894,-46.4493,blues,0
-64.68504,-46.592934,blues,0
-61.2944,-49.047916,blues,8
-61.341812,-48.86867,blues,8
-62.731594,-49.94823,blues,8
-61.286846,-48.08574,blues,8
-62.394905,-49.6485,blues,8
-61.1733,-48.96476,blues,8
-63.109043,-52.462284,blues,8
-64.26628,-51.56143,blues,8
-63.155605,-50.670914,blues,8
-66.16763,-51.682835,blues,0
-67.10983,-46.141293,blues,0
-66.267685,-45.849697,blues,8
-67.03483,-46.163742,blues,0
-66.62519,-46.155766,blues,0
-68.01443,-47.128235,blues,0
-66.33254,-45.761036,blues,8
-66.25364,-46.528778,blues,0
-67.40096,-46.130035,blues,0
-67.35554,-46.531025,blues,0
-67.87486,-46.911972,blues,0
-61.810543,-47.162075,blues,8
-61.905983,-47.574585,blues,8
-65.93922,-50.650368,blues,0
-62.013126,-46.382103,blues,8
-62.13858,-47.494164,blues,8
-61.67625,-47.167416,blues,8
-65.94426,-50.40406,blues,0
-65.24538,-50.259,blues,0
-66.139336,-50.272377,blues,0
-65.98139,-50.031395,blues,0
-67.3954,-52.528725,blues,0
-67.57811,-52.148132,blues,0
-67.469055,-52.591442,blues,0
-67.51524,-52.362324,blues,0
-67.62809,-52.35768,blues,0
-67.85537,-52.200485,blues,0
-67.45121,-52.253082,blues,0
-67.502556,-52.357494,blues,0
-67.30205,-51.894295,blues,0
-67.80737,-51.15918,blues,0
-65.81857,-52.720932,blues,0
-65.45741,-53.065926,blues,0
-65.86401,-52.74115,blues,0
-66.14233,-52.132412,blues,0
-65.688644,-52.398975,blues,0
-65.628265,-52.690254,blues,0
1.2154201,50.194668,blues,8
-65.15572,-51.92858,blues,8
-65.35241,-52.29623,blues,0
-65.55226,-52.28826,blues,0
-63.889603,-53.714638,blues,0
-63.879612,-53.588,blues,0
-63.55748,-53.90433,blues,0
-63.369503,-54.016758,blues,0
-63.93791,-54.449287,blues,0
-64.69432,-54.19146,blues,0
-64.21294,-54.223167,blues,0
-64.22149,-54.300983,blues,0
-64.7355,-54.11512,blues,0
-64.61264,-48.09083,blues,8
-66.86871,-43.916553,blues,0
-67.489136,-44.846226,blues,0
-68.172554,-44.379597,blues,0
-68.33739,-45.275375,blues,0
-67.545494,-44.193985,blues,0
-67.922104,-44.25556,blues,0
-68.110916,-44.173374,blues,0
-66.77042,-43.70389,blues,0
-66.736786,-43.67785,blues,8
-67.79384,-44.654427,blues,0
-65.4771,-56.897152,blues,8
-64.928955,-57.613365,blues,7
-65.70278,-56.958263,blues,8
-65.649254,-56.77037,blues,8
-65.54955,-56.14264,blues,8
-65.09871,-55.365273,blues,8
-65.65074,-56.316753,blues,8
-65.64265,-56.248463,blues,8
-66.13306,-57.33285,blues,8
-66.42679,-57.64178,blues,7
-49.776905,33.03339,blues,0
-49.91437,32.936405,blues,0
-49.1251,33.434547,blues,0
-49.68771,33.09862,blues,0
-32.093533,29.488985,blues,8
-32.62308,25.885305,blues,8
-32.908127,27.580885,blues,0
-31.510368,28.757282,blues,8
-33.033184,27.497694,blues,0
-31.813206,27.337692,blues,8
-46.772495,32.095455,blues,0
-46.726692,30.777029,blues,0
-46.575848,30.570635,blues,0
-47.0517,31.246449,blues,0
-47.142918,31.934664,blues,0
-47.006084,31.576181,blues,0
-47.18071,31.279568,blues,0
-34.969284,17.056208,blues,8
-35.658653,18.22108,blues,8
-35.650555,18.216656,blues,8
1.4872289,25.163256,blues,2
1.42496,25.230497,blues,7
6.3560038,8.08951,blues,2
7.25613,7.7756224,blues,2
5.8883905,7.6974,blues,7
6.7444935,7.804756,blues,2
6.213936,7.9437566,blues,2
7.5386963,7.768249,blues,2
6.3911014,8.761812,blues,2
7.674942,7.8596945,blues,2
-28.522156,26.998766,blues,8
-28.02153,25.830776,blues,8
-44.857826,32.955105,blues,5
-28.91656,26.01668,blues,8
-27.890213,25.836355,blues,8
-45.0009,32.999638,blues,2
-28.761389,25.755909,blues,8
-28.655602,25.505798,blues,8
-45.645687,33.153374,blues,0
-29.24667,27.540922,blues,8
-48.688976,34.65335,blues,0
-32.87105,25.29424,blues,8
-32.559326,25.440264,blues,0
-33.071766,28.778542,blues,8
-33.096703,28.923357,blues,8
-46.561085,32.10412,blues,0
-33.743744,25.216057,blues,0
-33.140633,28.94875,blues,8
-34.263298,25.539774,blues,8
-34.32593,25.541315,blues,8
-45.908924,33.81886,blues,0
-47.023716,33.62021,blues,0
-46.2879,33.6528,blues,0
-46.918484,33.615902,blues,0
-30.702063,29.107595,blues,8
-29.11654,28.49118,blues,8
-28.968729,28.095964,blues,8
-29.939692,28.63924,blues,8
-29.182625,28.072687,blues,8
-28.38373,27.637218,blues,8
-11.233013,16.236715,blues,2
-35.036186,27.003284,blues,2
-35.472095,28.2443,blues,5
-2.401914,16.552786,blues,2
-2.324431,16.54235,blues,2
-29.426733,24.530972,blues,8
-24.827616,-12.828246,blues,5
-43.797253,32.59422,blues,2
-35.660366,28.272911,blues,8
-27.78546,27.869852,blues,2
-32.105846,25.464338,blues,8
-30.565636,24.89313,blues,8
-30.475105,24.924118,blues,8
-31.260586,28.029108,blues,8
-31.633694,25.27044,blues,0
-31.118906,27.274519,blues,8
-34.091183,26.45882,blues,0
-33.88106,26.295176,blues,8
-25.196783,27.017519,blues,8
-31.656746,30.436554,blues,8
-32.12899,8.518236,blues,8
-51.156883,37.990578,blues,8
-32.372818,59.646164,blues,8
-30.069456,8.100694,blues,8
-30.379622,22.488594,blues,2
-30.614025,8.363549,blues,8
-30.290997,8.1947365,blues,8
-30.42777,22.364065,blues,2
-30.892271,8.903883,blues,8
-30.723297,8.434944,blues,8
-46.433014,35.699463,blues,8
-46.650105,33.963696,blues,0
-46.478855,33.807243,blues,0
-47.30089,35.62019,blues,8
-47.528374,35.22643,blues,0
-46.278034,34.176495,blues,0
-45.822304,34.687023,blues,8
-48.361927,33.128773,blues,0
-30.746693,26.456324,blues,8
-31.232735,26.711615,blues,8
-48.541634,34.0307,blues,0
-48.40046,34.14941,blues,0
-48.595028,34.3109,blues,0
-32.097416,27.981707,blues,8
-33.34863,27.684504,blues,0
-32.07419,27.844595,blues,8
-33.067207,27.696728,blues,0
-32.329594,28.126024,blues,0
-32.817394,24.648882,blues,8
-32.13801,28.385794,blues,0
-69.719635,-7.267484,blues,0
-70.9219,-6.827025,blues,0
-71.00747,-6.7679524,blues,0
-69.82244,-7.3114944,blues,0
-70.23481,-7.2585616,blues,0
-70.574265,-7.171006,blues,0
-70.66798,-7.19041,blues,0
-69.63736,-7.3577275,blues,0
-69.828804,-8.116431,blues,0
-69.9098,-8.0907755,blues,0
-40.4213,-3.5746777,blues,8
-42.428833,-6.355266,blues,8
-42.879234,-6.4583325,blues,8
-38.269306,-4.8367114,blues,5
-41.91847,-6.4185405,blues,8
-42.930046,-6.4814725,blues,8
-38.406315,-4.6600547,blues,5
-41.87072,-6.517222,blues,8
-41.923584,-5.6898427,blues,8
-39.476776,-5.2315817,blues,8
-46.823284,-6.6542096,blues,8
-49.972084,-7.202667,blues,8
-44.423164,-5.321314,blues,8
-50.667423,-7.3277555,blues,0
-45.170208,-6.1797633,blues,8
-44.64057,-5.5072365,blues,8
-49.93194,-7.131285,blues,8
-49.716087,-7.4417796,blues,8
-45.87045,-6.192516,blues,8
-46.899784,-6.422283,blues,8
-47.585987,-6.348342,blues,0
-52.325665,-6.240272,blues,0
-51.81748,-4.475982,blues,0
-52.46958,-6.060387,blues,0
-52.28196,-4.300602,blues,0
-51.9602,-4.3000517,blues,0
-51.651283,-4.3556247,blues,0
-51.885925,-4.048829,blues,0
-52.580627,-6.0030427,blues,0
-51.431225,-4.3260746,blues,0
-48.325115,-7.356793,blues,8
-44.997772,-5.1846757,blues,8
-44.77739,-6.594573,blues,8
-48.3583,-7.349752,blues,8
-44.73416,-6.354362,blues,8
-45.440556,-6.698813,blues,8
-48.36152,-7.3354797,blues,8
-48.89183,-4.94748,blues,8
-44.29471,-6.7635064,blues,8
-47.318275,-6.5268846,blues,8
-42.61679,-1.4996359,blues,8
-42.984917,-2.8418043,blues,8
-43.22241,-3.5087233,blues,8
-43.11019,-3.0346029,blues,8
-43.012726,-1.7386419,blues,8
-43.072163,-2.8047833,blues,8
-42.815037,-1.6351532,blues,8
-42.31011,-0.6617893,blues,8
-43.515953,3.488948,blues,8
-43.619026,3.4378548,blues,8
-45.708714,-2.2990384,blues,8
-46.524345,-1.919762,blues,0
-45.035088,-3.2689605,blues,8
-44.89582,-2.9955199,blues,8
-44.82977,-3.023658,blues,8
-45.07371,-3.1379964,blues,8
-45.992657,-2.14875,blues,8
-46.54541,-1.9415355,blues,8
-54.21205,-5.2189045,blues,0
-49.628174,-2.648122,blues,0
-51.069317,-2.8109248,blues,0
-51.50518,-3.1220248,blues,0
-48.42302,-2.4718788,blues,8
-48.415436,-2.4653234,blues,5
-50.021214,-2.8701262,blues,0
-51.50566,-3.156328,blues,0
-50.93134,-3.0924456,blues,0
-50.952744,-2.5084076,blues,0
-48.783333,-2.537155,blues,0
-50.78232,-2.1766276,blues,0
-54.882084,-2.1810408,blues,5
-54.81812,-1.9539363,blues,5
-43.668022,-8.498905,blues,8
-44.100136,-8.465573,blues,8
-43.953796,-8.466779,blues,8
-54.138336,-1.3100294,blues,5
-43.882637,-8.579465,blues,8
-54.769108,-1.625887,blues,5
-44.000523,-8.515915,blues,8
-54.060562,-1.2566725,blues,5
-40.581646,-1.9319161,blues,5
-41.248608,-2.5089116,blues,8
-41.27416,-2.5314064,blues,8
-41.455997,-2.825498,blues,8
-40.79762,-2.0832646,blues,8
-39.56292,-1.4209446,blues,5
-39.531837,-1.4008135,blues,5
-41.71966,-3.9732993,blues,5
-41.985382,-4.168448,blues,8
-39.868904,-1.568031,blues,5
-51.926758,-4.5027003,blues,0
-50.138885,-3.7294226,blues,0
-50.1633,-3.8133752,blues,0
-52.415028,-4.0986114,blues,0
-53.724037,-5.470619,blues,0
-52.976532,-5.9518337,blues,0
-51.521618,-4.125679,blues,0
-51.63127,-4.185812,blues,0
-52.42453,-3.6874065,blues,0
-52.998253,-5.98333,blues,0
-52.57484,-9.171398,blues,0
-51.022957,-8.522514,blues,0
-51.065357,-8.595606,blues,0
-51.032833,-8.520241,blues,0
-53.049816,-9.005636,blues,0
-52.938377,-9.04517,blues,0
-52.855114,-9.072568,blues,0
-51.36327,-8.8169,blues,0
-51.01098,-8.620976,blues,0
-51.094566,-8.623333,blues,0
-41.183296,62.914402,blues,0
-39.10881,63.624554,blues,8
-39.309677,62.444153,blues,8
-41.26059,62.959316,blues,0
-39.12497,63.560593,blues,8
-40.063942,62.643234,blues,8
-40.19238,62.596886,blues,0
-40.57476,62.62907,blues,8
-40.074047,62.56416,blues,8
-39.09726,62.398624,blues,8
-35.226357,60.079636,blues,8
-56.853333,30.831627,blues,0
-36.718616,60.325687,blues,0
-35.340828,60.184406,blues,0
-56.877357,30.778242,blues,0
-35.66782,55.42899,blues,8
-19.765272,29.990236,blues,8
-36.363102,60.338287,blues,0
-37.080734,60.455296,blues,8
-36.35571,60.35453,blues,0
-70.526924,-37.710102,blues,8
-69.56437,-38.454952,blues,8
-69.92221,-38.164417,blues,8
-70.60002,-37.758312,blues,8
-74.27104,-41.07407,blues,8
-70.471146,-37.877617,blues,8
-70.50286,-37.783833,blues,8
-70.576126,-37.688435,blues,8
-71.67642,-38.461308,blues,8
-70.52718,-37.802673,blues,8
-74.64473,-41.755558,blues,8
-75.086006,-42.35582,blues,8
-74.58869,-41.809177,blues,8
-74.424065,-43.166653,blues,8
-74.59751,-41.731102,blues,8
-75.02746,-42.384335,blues,8
-74.63983,-41.65013,blues,8
-74.50198,-43.094624,blues,8
-74.56598,-41.85585,blues,8
-75.12321,-42.31868,blues,8
-42.904766,56.59165,blues,8
-41.3818,57.485806,blues,8
-41.699715,57.31408,blues,0
-36.087685,56.988,blues,8
-42.260223,57.058975,blues,0
-41.954876,56.535595,blues,0
-41.679646,56.320904,blues,8
-41.76272,56.59344,blues,0
-42.440018,57.635624,blues,0
-42.76979,56.860874,blues,0
-44.928402,57.712406,blues,0
-45.96416,57.902275,blues,0
-45.24565,57.686768,blues,0
-46.14533,57.870358,blues,0
-45.952312,57.85014,blues,0
-46.129173,57.835968,blues,0
-44.9907,57.707767,blues,0
-45.251694,57.701023,blues,0
-46.208866,57.89601,blues,0
-46.27902,57.870525,blues,0
-47.671352,59.994484,blues,0
-47.658463,59.89389,blues,0
-48.43516,58.715954,blues,0
-48.221233,59.773483,blues,0
-48.03351,59.63036,blues,0
-48.74883,57.944595,blues,0
-48.589657,59.723675,blues,0
-47.3077,59.3077,blues,0
-49.525124,59.526413,blues,0
-48.293625,59.743538,blues,0
-35.94335,51.232468,blues,8
-36.32554,51.66233,blues,8
-36.7431,51.222313,blues,8
-35.721222,50.65203,blues,8
-37.449123,51.145252,blues,6
-35.92619,51.013607,blues,8
-36.006557,51.302944,blues,0
-36.971268,51.17533,blues,8
-35.933487,50.76813,blues,8
-36.399315,51.927876,blues,8
-48.41758,56.585846,blues,0
-48.704697,56.708675,blues,0
-48.679577,56.41372,blues,0
-48.678066,56.65077,blues,0
-48.467594,56.76244,blues,0
-48.393864,56.477955,blues,0
-48.429417,56.49025,blues,0
-34.7515,0.17379802,blues,8
-34.754845,0.1069056,blues,7
-34.714905,0.1595305,blues,7
-36.606464,57.112457,blues,8
-38.007023,58.005936,blues,8
-37.024246,57.699295,blues,8
-37.0906,57.71859,blues,8
-37.913372,57.851707,blues,8
-37.28001,56.672684,blues,8
-36.792355,55.941628,blues,8
-37.48114,56.15167,blues,0
-37.17175,56.167747,blues,8
-36.328358,55.749355,blues,8
-44.047237,61.57843,blues,0
-43.609535,61.06844,blues,0
-43.90216,61.1009,blues,0
-44.925713,61.95319,blues,0
-44.81717,62.03527,blues,0
-43.76536,62.025097,blues,0
-44.6255,62.283,blues,0
-43.427486,62.230865,blues,0
-43.736687,62.317955,blues,0
-43.93818,61.797176,blues,0
