true_label_encoded,true_label_name,vae_kmeans_cluster,raw_gmm_cluster,pca_kmeans_cluster
0,blues,5,7,8
0,blues,5,7,8
0,blues,9,2,9
0,blues,9,2,9
0,blues,9,2,9
0,blues,9,2,9
0,blues,9,2,9
0,blues,9,2,9
0,blues,1,0,5
0,blues,1,8,5
0,blues,1,0,5
0,blues,1,0,5
0,blues,1,0,5
0,blues,1,0,5
0,blues,1,0,5
0,blues,1,0,5
0,blues,1,0,5
0,blues,1,0,5
0,blues,1,8,5
0,blues,1,0,5
0,blues,1,8,5
0,blues,1,0,5
0,blues,1,0,5
0,blues,1,0,5
0,blues,1,0,5
0,blues,1,0,5
0,blues,1,0,5
0,blues,1,0,5
0,blues,1,8,5
0,blues,1,8,5
0,blues,1,8,5
0,blues,3,8,5
0,blues,1,8,5
0,blues,1,8,5
0,blues,1,8,5
0,blues,1,8,5
0,blues,1,8,5
0,blues,1,0,5
0,blues,1,0,5
0,blues,1,8,5
0,blues,1,0,5
0,blues,1,0,5
0,blues,1,0,5
0,blues,1,8,5
0,blues,1,0,5
0,blues,1,0,5
0,blues,1,0,5
0,blues,1,0,5
0,blues,1,8,5
0,blues,1,8,5
0,blues,1,0,5
0,blues,1,8,5
0,blues,1,8,5
0,blues,1,8,5
0,blues,1,0,5
0,blues,1,0,5
0,blues,1,0,5
0,blues,1,0,5
0,blues,1,0,5
0,blues,1,0,5
0,blues,1,0,5
0,blues,1,0,5
0,blues,1,0,5
0,blues,1,0,5
0,blues,1,0,5
0,blues,1,0,5
0,blues,1,0,5
0,blues,1,0,5
0,blues,1,0,5
0,blues,1,0,5
0,blues,1,0,5
0,blues,1,0,5
0,blues,1,0,5
0,blues,1,0,5
0,blues,2,8,0
0,blues,1,8,5
0,blues,1,0,5
0,blues,1,0,5
0,blues,1,0,5
0,blues,1,0,5
0,blues,1,0,5
0,blues,1,0,5
0,blues,1,0,5
0,blues,1,0,5
0,blues,1,0,5
0,blues,1,0,5
0,blues,1,0,5
0,blues,1,8,5
0,blues,1,0,5
0,blues,1,0,5
0,blues,1,0,5
0,blues,1,0,5
0,blues,1,0,5
0,blues,1,0,5
0,blues,1,0,5
0,blues,1,0,5
0,blues,1,8,5
0,blues,1,0,5
0,blues,9,8,9
0,blues,2,7,9
0,blues,9,8,9
0,blues,9,8,5
0,blues,1,8,5
0,blues,1,8,5
0,blues,1,8,5
0,blues,1,8,5
0,blues,2,8,9
0,blues,9,7,9
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,8,7
0,blues,3,8,7
0,blues,3,0,7
0,blues,3,8,7
0,blues,7,0,7
0,blues,3,8,7
0,blues,7,0,3
0,blues,3,0,7
0,blues,3,0,7
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,3,8,7
0,blues,3,8,7
0,blues,3,8,7
0,blues,2,2,0
0,blues,2,7,0
0,blues,2,2,9
0,blues,9,2,9
0,blues,2,7,9
0,blues,9,2,9
0,blues,2,2,6
0,blues,9,2,9
0,blues,2,2,0
0,blues,2,2,9
0,blues,3,8,7
0,blues,3,8,7
0,blues,3,5,7
0,blues,3,8,7
0,blues,3,8,7
0,blues,3,2,7
0,blues,3,8,7
0,blues,3,8,7
0,blues,7,0,3
0,blues,3,8,7
0,blues,7,0,3
0,blues,3,8,7
0,blues,3,0,7
0,blues,3,8,7
0,blues,7,8,7
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,8,7
0,blues,7,8,7
0,blues,7,8,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,3,8,7
0,blues,3,8,7
0,blues,3,8,7
0,blues,3,8,7
0,blues,3,8,7
0,blues,3,8,7
0,blues,2,2,9
0,blues,3,2,7
0,blues,3,5,7
0,blues,9,2,9
0,blues,2,2,9
0,blues,3,8,7
0,blues,3,5,7
0,blues,3,2,7
0,blues,3,8,7
0,blues,3,2,0
0,blues,3,8,7
0,blues,3,8,7
0,blues,3,8,7
0,blues,3,8,7
0,blues,3,0,7
0,blues,3,8,7
0,blues,3,0,7
0,blues,3,8,7
0,blues,3,8,0
0,blues,3,8,7
0,blues,3,8,7
0,blues,7,8,3
0,blues,3,8,7
0,blues,3,8,7
0,blues,3,2,7
0,blues,3,8,7
0,blues,3,8,7
0,blues,3,2,7
0,blues,3,8,7
0,blues,3,8,7
0,blues,3,8,7
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,8,7
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,8,3
0,blues,7,0,3
0,blues,3,8,7
0,blues,3,8,7
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,3,8,7
0,blues,7,0,7
0,blues,3,8,7
0,blues,3,0,7
0,blues,3,0,7
0,blues,7,8,3
0,blues,7,0,7
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,3,0,5
0,blues,7,0,5
0,blues,7,0,3
0,blues,3,8,7
0,blues,3,8,0
0,blues,3,8,8
0,blues,3,5,7
0,blues,3,8,0
0,blues,3,8,8
0,blues,3,5,7
0,blues,5,8,8
0,blues,3,8,0
0,blues,3,8,7
0,blues,3,8,7
0,blues,7,8,3
0,blues,3,8,7
0,blues,7,0,3
0,blues,3,8,7
0,blues,3,8,7
0,blues,3,8,3
0,blues,3,8,3
0,blues,3,8,7
0,blues,3,8,7
0,blues,3,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,8,3
0,blues,3,8,7
0,blues,3,8,7
0,blues,7,8,3
0,blues,3,8,7
0,blues,3,8,7
0,blues,3,8,3
0,blues,3,8,7
0,blues,3,8,7
0,blues,3,8,7
0,blues,3,8,7
0,blues,3,8,7
0,blues,3,8,8
0,blues,3,8,7
0,blues,3,8,7
0,blues,3,8,7
0,blues,3,8,7
0,blues,3,8,7
0,blues,3,8,7
0,blues,3,8,7
0,blues,3,8,7
0,blues,3,0,7
0,blues,3,8,7
0,blues,3,8,7
0,blues,3,8,7
0,blues,3,8,7
0,blues,3,8,7
0,blues,3,8,7
0,blues,3,0,7
0,blues,3,0,7
0,blues,3,0,3
0,blues,7,0,3
0,blues,3,8,7
0,blues,3,5,7
0,blues,3,0,7
0,blues,7,0,3
0,blues,7,0,3
0,blues,3,0,3
0,blues,3,0,7
0,blues,3,0,7
0,blues,3,5,7
0,blues,3,5,7
0,blues,3,8,7
0,blues,3,8,7
0,blues,3,8,7
0,blues,3,5,7
0,blues,3,8,7
0,blues,3,5,7
0,blues,3,8,7
0,blues,3,5,7
0,blues,3,5,7
0,blues,3,8,7
0,blues,3,8,7
0,blues,3,8,7
0,blues,3,8,7
0,blues,3,5,7
0,blues,3,5,7
0,blues,3,5,7
0,blues,3,8,7
0,blues,3,5,7
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,3,0,3
0,blues,7,0,3
0,blues,3,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,8,3
0,blues,3,8,7
0,blues,7,0,3
0,blues,7,8,7
0,blues,7,8,3
0,blues,7,0,3
0,blues,7,8,3
0,blues,7,8,7
0,blues,3,8,7
0,blues,3,8,7
0,blues,7,0,3
0,blues,7,0,3
0,blues,3,0,7
0,blues,7,0,3
0,blues,3,8,7
0,blues,3,8,0
0,blues,7,0,3
0,blues,7,8,3
0,blues,7,0,3
0,blues,1,8,5
0,blues,1,8,5
0,blues,1,8,5
0,blues,1,8,5
0,blues,1,8,5
0,blues,1,8,5
0,blues,1,8,5
0,blues,1,8,5
0,blues,1,8,5
0,blues,1,8,5
0,blues,1,8,5
0,blues,1,8,5
0,blues,1,8,5
0,blues,1,8,5
0,blues,1,8,5
0,blues,1,8,5
0,blues,1,8,5
0,blues,1,8,5
0,blues,1,8,5
0,blues,1,8,5
0,blues,7,8,3
0,blues,7,8,3
0,blues,7,0,3
0,blues,3,8,7
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,8,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,3,8,7
0,blues,3,8,7
0,blues,3,8,7
0,blues,3,8,7
0,blues,3,6,7
0,blues,3,8,7
0,blues,3,0,7
0,blues,3,8,7
0,blues,3,8,7
0,blues,3,8,7
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,3,8,7
0,blues,3,7,7
0,blues,3,7,7
0,blues,3,8,7
0,blues,3,8,7
0,blues,3,8,7
0,blues,3,8,7
0,blues,3,8,7
0,blues,3,8,7
0,blues,3,8,7
0,blues,3,0,7
0,blues,3,8,7
0,blues,3,8,7
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,8,3
0,blues,3,8,7
0,blues,7,8,3
0,blues,7,8,3
0,blues,3,8,7
0,blues,7,8,3
0,blues,7,8,7
0,blues,3,8,7
0,blues,7,8,3
0,blues,7,8,3
0,blues,5,7,8
0,blues,3,7,0
0,blues,5,7,8
0,blues,9,2,9
0,blues,2,2,0
0,blues,9,2,9
0,blues,9,2,9
0,blues,2,2,9
0,blues,9,2,9
0,blues,2,2,0
0,blues,2,2,0
0,blues,2,2,0
0,blues,2,2,9
0,blues,2,2,0
0,blues,2,2,9
0,blues,2,2,0
0,blues,2,2,6
0,blues,2,2,9
0,blues,9,2,9
0,blues,2,2,6
0,blues,9,2,9
0,blues,9,2,9
0,blues,2,2,0
0,blues,2,2,0
0,blues,9,2,9
0,blues,9,2,9
0,blues,9,2,9
0,blues,9,2,0
0,blues,2,2,0
0,blues,2,2,0
0,blues,9,2,9
0,blues,9,2,9
0,blues,9,2,9
0,blues,6,2,1
0,blues,6,2,1
0,blues,6,2,1
0,blues,6,5,1
0,blues,6,2,1
0,blues,6,2,1
0,blues,9,2,1
0,blues,6,2,9
0,blues,6,2,1
0,blues,9,2,9
0,blues,2,2,6
0,blues,6,3,1
0,blues,6,3,1
0,blues,2,2,9
0,blues,9,2,9
0,blues,6,2,1
0,blues,9,2,9
0,blues,2,2,0
0,blues,2,2,0
0,blues,2,2,0
0,blues,2,2,0
0,blues,2,2,0
0,blues,2,2,0
0,blues,2,2,0
0,blues,2,2,0
0,blues,2,2,7
0,blues,9,2,9
0,blues,2,2,9
0,blues,2,2,9
0,blues,2,2,9
0,blues,2,2,9
0,blues,9,2,9
0,blues,9,2,9
0,blues,9,2,9
0,blues,2,2,9
0,blues,2,2,9
0,blues,6,5,1
0,blues,6,2,1
0,blues,6,2,1
0,blues,2,2,0
0,blues,2,2,9
0,blues,2,2,6
0,blues,2,2,0
0,blues,2,2,0
0,blues,6,2,1
0,blues,2,2,9
0,blues,9,2,9
0,blues,6,3,1
0,blues,6,2,1
0,blues,6,3,1
0,blues,6,2,1
0,blues,6,3,1
0,blues,6,3,1
0,blues,6,3,1
0,blues,6,3,1
0,blues,6,3,1
0,blues,6,2,1
0,blues,3,6,7
0,blues,3,0,7
0,blues,3,2,7
0,blues,6,2,1
0,blues,2,2,0
0,blues,6,2,9
0,blues,6,2,1
0,blues,2,2,9
0,blues,9,2,9
0,blues,6,2,1
0,blues,2,2,9
0,blues,9,2,9
0,blues,2,2,0
0,blues,9,2,9
0,blues,9,2,9
0,blues,3,2,7
0,blues,3,2,7
0,blues,3,2,7
0,blues,9,2,9
0,blues,2,2,9
0,blues,5,7,8
0,blues,5,3,8
0,blues,9,3,9
0,blues,5,7,8
0,blues,9,3,9
0,blues,9,2,9
0,blues,9,2,9
0,blues,9,2,9
0,blues,9,2,9
0,blues,9,2,9
0,blues,3,5,7
0,blues,9,5,9
0,blues,3,5,7
0,blues,9,2,9
0,blues,3,5,7
0,blues,3,5,9
0,blues,3,5,7
0,blues,6,2,1
0,blues,6,2,1
0,blues,6,2,1
0,blues,7,8,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,8,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,7,0,3
0,blues,3,8,7
0,blues,3,8,7
0,blues,3,8,7
0,blues,6,5,1
0,blues,2,2,9
0,blues,5,7,9
0,blues,9,2,9
0,blues,6,2,1
0,blues,9,2,9
0,blues,3,2,7
0,blues,2,2,9
0,blues,2,2,0
0,blues,9,2,9
1,classical,5,3,8
1,classical,5,7,8
1,classical,5,3,8
1,classical,6,3,1
1,classical,6,3,8
1,classical,5,3,8
1,classical,6,3,7
1,classical,5,3,8
1,classical,5,7,8
1,classical,5,7,8
1,classical,5,3,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,5,7,8
1,classical,5,7,8
1,classical,6,3,1
1,classical,5,7,8
1,classical,5,3,8
1,classical,5,7,8
1,classical,5,7,8
1,classical,5,3,8
1,classical,5,3,8
1,classical,5,3,8
1,classical,6,3,1
1,classical,6,3,7
1,classical,6,3,1
1,classical,6,3,7
1,classical,6,3,7
1,classical,5,3,8
1,classical,5,3,8
1,classical,5,7,8
1,classical,5,7,8
1,classical,5,7,8
1,classical,5,7,8
1,classical,6,3,1
1,classical,6,3,8
1,classical,5,7,8
1,classical,6,3,1
1,classical,5,7,8
1,classical,5,7,8
1,classical,6,3,7
1,classical,5,3,8
1,classical,5,3,8
1,classical,5,7,8
1,classical,5,3,8
1,classical,5,3,8
1,classical,5,7,8
1,classical,9,3,7
1,classical,5,3,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,5,3,8
1,classical,6,3,1
1,classical,5,7,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,5,3,8
1,classical,6,3,8
1,classical,5,3,8
1,classical,5,7,8
1,classical,5,3,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,5,3,8
1,classical,5,3,8
1,classical,6,3,8
1,classical,5,2,9
1,classical,5,3,8
1,classical,5,7,8
1,classical,5,3,8
1,classical,6,3,8
1,classical,5,3,8
1,classical,5,3,8
1,classical,5,3,8
1,classical,5,7,8
1,classical,5,3,8
1,classical,5,3,8
1,classical,5,3,8
1,classical,5,3,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,5,7,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,7,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,5,3,8
1,classical,5,3,8
1,classical,5,3,8
1,classical,6,3,8
1,classical,5,3,8
1,classical,6,3,7
1,classical,5,7,8
1,classical,5,7,8
1,classical,5,3,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,5,3,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,5,7,8
1,classical,6,3,1
1,classical,5,3,8
1,classical,6,3,8
1,classical,5,3,8
1,classical,5,7,8
1,classical,6,3,1
1,classical,6,7,1
1,classical,5,7,8
1,classical,5,7,8
1,classical,5,7,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,5,3,8
1,classical,5,7,8
1,classical,5,7,8
1,classical,5,7,9
1,classical,9,3,1
1,classical,9,3,9
1,classical,5,7,8
1,classical,6,3,1
1,classical,5,3,8
1,classical,5,3,8
1,classical,5,7,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,8
1,classical,6,3,1
1,classical,5,3,8
1,classical,6,3,1
1,classical,6,7,1
1,classical,5,7,8
1,classical,6,3,1
1,classical,5,7,8
1,classical,6,3,1
1,classical,5,7,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,5,7,8
1,classical,5,3,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,5,3,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,5,7,8
1,classical,5,3,8
1,classical,6,7,8
1,classical,5,7,8
1,classical,5,3,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,5,7,8
1,classical,5,7,8
1,classical,5,7,8
1,classical,5,7,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,5,7,8
1,classical,5,3,8
1,classical,6,3,9
1,classical,6,7,1
1,classical,5,7,8
1,classical,5,7,8
1,classical,6,3,1
1,classical,5,7,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,5,3,8
1,classical,6,3,8
1,classical,9,3,1
1,classical,6,3,1
1,classical,5,7,8
1,classical,5,7,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,3,3,7
1,classical,3,3,7
1,classical,6,3,1
1,classical,6,3,8
1,classical,5,3,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,7,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,5,3,8
1,classical,5,7,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,5,3,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,5,3,8
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
1,classical,6,3,1
