z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,genre,track_name,track_artist
1.3973784,0.06845147,0.45801187,-0.9565202,0.91312134,0.806888,0.51808053,-1.5148635,-0.59870535,-1.1442417,0.110603,0.16860892,-0.24908215,0.6536139,-0.12220043,0.4981209,rock,All Those Years Ago - 2004 Mix,George Harrison
1.5858045,0.6382005,2.521118,0.6544077,1.5151402,1.3969383,-1.8931024,-1.2190654,-1.8233899,-0.94333345,-0.9730577,-0.44231337,-1.8443186,-0.8488375,-3.33652,-2.937537,r&b,Lucid Dreams,Juice WRLD
2.2935364,-0.080686614,1.2398754,-2.357679,0.32624534,-0.076517195,0.2341037,-3.1941683,-1.1780242,-0.83813643,-1.4098041,0.419109,-1.0881511,1.6766865,-0.27559927,0.39578977,rock,More Than a Feeling,Boston
0.13280024,-0.922343,0.2738273,-0.5785905,1.3432362,3.3158367,-0.22359093,0.71467733,-0.7931051,-2.3205674,1.2838036,-0.83031136,0.3402629,-1.6354692,-1.1713002,-0.26149464,latin,Ni Gucci Ni Prada,Kenny Man
0.7353591,-0.62599427,-0.22511236,-2.0161092,0.012824416,0.81843805,1.0315936,0.18720222,-1.5515779,-2.1005988,0.32853055,-0.08048233,1.1698507,-0.4634714,0.14752126,1.6598911,latin,Bailando - Spanish Version,Enrique Iglesias
1.0287917,0.33550468,-0.4600169,-1.617381,0.44739068,1.6410112,-0.34067774,-0.80282867,-2.8526511,-1.9539777,-0.5552822,0.5833619,0.6493936,-0.038082704,-0.9125903,1.5887649,rap,Work,Rihanna
2.783962,-0.71056724,3.9148567,-0.88146317,2.6683192,0.41565195,-0.40485042,-3.9784534,-0.7775388,-1.0625346,-0.48685554,-0.070220426,-4.322168,-0.20422363,-2.6130548,-3.051674,latin,"How to Save a Life - Live in Nashville, TN - December 2006",The Fray
0.7714294,-0.84299546,2.0313764,-0.07780686,1.896606,3.1279793,0.052732054,0.1439261,-0.7496408,-1.6708912,0.6101241,-0.19007303,-0.9264829,-1.0630984,-2.151295,-0.96090883,latin,Escolheu a Pessoa Errada para Humilhar,Johnny Hooker
0.90773314,-0.28631014,-0.73618317,-1.0493119,0.59066194,1.775881,0.54632866,-0.23306845,-1.2482697,-1.9606053,0.32099208,-0.24157174,1.0416653,0.33848846,0.030485418,1.6859405,pop,Uptown Funk,Mark Ronson
1.4847734,-0.19108441,-0.58154804,-1.2971816,1.1028792,2.2700071,0.15292841,-0.57806766,-1.9954183,-2.4301276,0.50270754,-0.30810833,0.23175228,-0.64207524,-0.90321547,1.5248096,pop,Let's Talk About Sex,Salt-N-Pepa
-0.24681969,-0.7593987,-0.27055216,-0.5769788,0.76978815,-0.6542684,-3.287453,-2.2305832,-0.30860847,0.27824748,0.8911126,-2.3575459,-3.328775,-2.2459257,-0.6810801,-3.3434486,rap,Mamacita,OutKast
0.85414654,-0.3861561,0.7265491,-0.22029977,1.4969146,2.539357,0.23615429,-0.38084236,-1.1872303,-1.7052732,0.3953198,-0.031649992,-0.085380636,0.18066859,-1.0390065,0.36385024,rock,Honky Tonk Women,The Rolling Stones
0.95551056,-0.5462513,-0.6409106,-1.4796412,1.100827,-0.30812642,0.026421051,-1.9517733,-0.6660915,-1.4125657,0.46093416,-0.72787064,-1.131174,-0.55434334,-0.024003644,0.31940788,rock,Stay Free - Remastered,The Clash
0.23615505,-0.44609037,0.4121372,1.0199474,1.7574713,3.1439977,-1.8633553,0.4278838,-2.9763691,-1.4179752,0.3797785,-0.785876,-0.25436813,-1.6923833,-2.8416486,-1.0888573,r&b,Damselfly,Loyle Carner
0.03366769,-0.6250307,-2.2645497,-0.90215427,0.38902277,1.4124806,-0.8878891,-0.71861166,-3.6533158,-1.2654831,0.3124224,-0.47534567,0.31226778,-0.696575,0.64023364,1.7360724,rap,Ruff Ryders' Anthem - Re-Recorded,DMX
0.1915227,-0.6100993,0.6002515,-1.0712793,0.7526786,2.8193107,-0.7959159,0.9476416,-1.1467515,-1.7207313,-0.1560981,0.22171052,0.83058405,-0.9739206,-1.2475132,0.49324107,latin,"No Se De Ella ""My Space""",Don Omar
1.1774868,-2.4751883,1.0535455,-4.051631,0.48465165,-1.0210925,0.36253834,-3.3798568,0.43867022,-0.63918465,-1.7963339,-0.35746664,-2.9750767,2.464425,0.91274166,0.44986388,rock,Dreams Never End - 2015 Remaster,New Order
0.8620928,-0.2995689,0.62854284,-1.3262948,1.5314975,0.44724354,-2.0933983,-1.9446164,-0.6944953,-0.8872917,0.6456389,-0.83264935,-2.2023153,-1.573432,-1.125941,-1.4859145,r&b,Slow Jamz,Twista
3.0490124,3.4714217,4.310198,1.9053464,1.2975129,3.5347674,-2.999223,-0.58768284,-3.3293538,0.54121834,-2.1153061,2.115688,-0.08986404,0.99757034,-4.610156,-2.3508563,r&b,Ghost,Lianne La Havas
0.84366935,-0.24281543,0.08412795,-1.2815934,0.80528104,1.9780209,-0.9265408,0.78568,-2.0532553,-1.3356683,-0.76246893,0.5544114,1.515524,-0.8772318,-1.3855165,2.663909,r&b,You're Makin' Me High,Toni Braxton
-0.12572183,-0.41610616,0.15953779,0.47260416,0.6284189,4.0267806,-4.583503,0.681896,-3.8100069,0.008363612,-1.0654223,-0.63810414,0.40947032,-1.3864322,-3.0128746,-1.2739723,rap,Electric Relaxation,A Tribe Called Quest
1.0820652,-0.8485472,-0.20148967,-1.260574,1.4140784,1.1466132,1.3191929,-1.3214654,-1.5525647,-2.4324615,0.8697367,-0.71089834,-0.23695633,-0.4081697,-0.44319603,0.53719735,rock,Dragon Attack - Remastered 2011,Queen
-0.5232447,-1.9780782,-0.80615056,-0.9399829,2.0739133,1.6592845,-0.97841984,-0.50313854,-0.9805224,-2.2404687,1.5887402,-2.6033752,-1.9956859,-2.5145342,-1.3354018,-1.5153484,r&b,Gangsta,ScHoolboy Q
1.5145525,-0.8722867,0.2888572,-2.3357856,1.0742811,0.8706658,0.72543484,-2.0167308,-0.7523543,-1.7732445,-0.035595722,0.15652603,-0.9782293,0.70630527,0.090754315,1.0361352,pop,Life Itself,Glass Animals
1.730094,1.1230984,0.8560658,0.37824553,1.1121143,1.5376256,-0.030682173,-1.1725825,-1.9740685,-1.0977868,0.12167183,0.5037651,0.27825597,0.5545337,-1.274449,-0.098099515,latin,Six Feet Under The Stars (Acoustic),All Time Low
0.9358668,-0.3112289,-0.40488493,-2.4440906,-0.288854,1.634923,0.26038563,-0.039292064,-0.83301663,-1.8871958,-0.18577439,0.2586937,1.204465,-0.1703613,0.19072515,1.8606999,pop,Por Estar Contigo,JEANS
-0.65676945,-0.9937044,1.4557235,1.8776467,2.0745184,3.7661364,-3.6271834,0.6853209,-3.2811394,-0.5102388,0.57096916,-1.764126,-1.8322458,-2.727965,-3.7467675,-3.650553,latin,Tequila Sunrise (featuring Barron Ricks),Cypress Hill
0.77789044,-0.7727185,-0.32156813,-1.663936,0.92718345,1.175083,0.6246043,-1.0944147,-1.4864734,-1.4700135,0.47219157,-0.093035445,0.06861906,0.44389078,0.18407974,1.9209002,r&b,Every Little Step - With Rap,Bobby Brown
1.3849949,-0.44575733,0.60572654,-2.5955534,1.715639,-0.6395112,-0.9858625,-3.0601518,-0.05874051,-2.1071174,0.02428978,-0.6183121,-3.451605,-2.0802605,-1.3841426,-1.696426,edm,Escape - Radio Edit,3LAU
0.290842,-0.13070108,-0.8046618,-1.0898201,0.67493784,1.824036,-1.013277,0.14838089,-1.8341154,-2.0621505,0.18955317,-0.39051914,0.8419515,-1.2613537,-0.6562465,0.6166728,rap,Dobbelt (feat. Dayzon),Jamaika
3.2423034,2.969727,4.5245233,2.3630617,0.5685883,1.895399,-3.0977087,-2.0019343,-1.5236177,2.4128323,-1.7874198,1.7010103,-1.3679059,1.2175791,-3.5444753,-3.2133148,r&b,Let's Wait Awhile,Janet Jackson
1.0250067,1.0655727,0.41694158,0.44426522,0.10374208,0.64265525,-2.9352617,-1.5008228,-2.4706187,1.0137434,-0.86227494,0.8459389,-0.87082857,-0.7549212,-1.3915434,-1.0559548,latin,Pop Style,Drake
2.5928288,1.3071721,3.1457207,0.16670026,0.79469144,1.3511275,-0.5730415,-0.44267341,-2.4431705,-0.75793403,-0.8332823,0.9265945,-0.53853416,0.1391131,-2.949298,-1.7889099,pop,I Follow Rivers,Lykke Li
0.68200433,0.5337121,-1.0158883,-0.06539869,0.40811908,-0.67215836,-1.7615235,-1.5209508,-1.4399072,-0.15592596,0.6247637,-0.6599637,-0.7273568,-1.769839,-0.54596806,-0.70756215,rap,romance361,iann dior
0.71881104,-0.5629846,-0.632037,-2.5743282,0.1095314,0.57156587,-0.34532714,-0.6306827,0.19378795,-1.8103104,0.84104687,-0.5699628,0.025790524,-1.5284886,0.38210547,0.79340607,latin,Déjala Que Vuelva (feat. Manuel Turizo),Piso 21
0.8806452,-0.924873,-0.47687066,-2.0872514,0.82648164,-0.79592395,0.2336397,-2.335339,0.2492678,-1.5501673,0.33861542,-1.2225199,-1.8525915,-0.5868696,0.43139407,-0.6406484,pop,Cloud 9 - Original TV Movie Soundtrack,Dove Cameron
0.42624283,-0.8671021,-0.18745582,-0.7368934,1.2890444,1.3150928,-0.37082157,-1.8360417,-1.9810804,-1.3280848,0.96807176,-1.1344848,-1.7903006,-0.8401513,-0.08441743,-1.0163966,rap,Vato,Snoop Dogg
1.3921233,-0.06907965,-0.31833047,-1.9140915,1.0105704,0.98478746,0.34591177,-1.7708312,-2.0228639,-2.2284403,-0.07520689,-0.16328235,-0.10573242,0.090718776,-0.87361664,1.4109676,pop,TOOTIMETOOTIMETOOTIME,The 1975
0.91401315,-0.46562648,-0.9730907,-1.9376675,0.05986746,0.8732177,-0.07116158,-0.91062856,-1.9500465,-1.5251578,-0.5164442,-0.09219618,0.5811214,0.11016634,0.2911593,1.7732856,rap,Closer - T-Mass Remix,The Chainsmokers
1.3675754,-2.061072,0.71671706,-4.4924474,-0.81110203,-0.980006,-0.1875647,-3.203843,-0.045674883,-0.28695354,-2.702566,0.08638642,-2.0544825,3.210365,1.6435884,0.8701195,edm,How,Volkoder
1.7365159,1.0365863,2.1335988,-0.13724598,-0.041376613,1.8084748,-2.8608565,-1.1799183,-1.8383415,0.5849554,-1.0293031,0.6096491,-0.6441562,-0.28934005,-2.3292282,-1.6524377,rap,Love 66,Mc Davi
0.8366055,-1.7767181,-0.09151746,-1.8943563,2.0835724,0.6252663,1.520758,-1.6092162,-0.19519764,-2.8384068,1.1886544,-1.3875078,-1.3025587,-1.0509343,-0.44993207,0.35837686,rock,My Own Worst Enemy,Lit
0.49810016,-0.144245,-1.3890721,-0.7680715,0.7996142,0.5972611,-0.2337633,-0.6420491,-2.4925878,-1.2303395,0.06967745,-0.12504132,-0.098145775,-1.0739477,-0.29857722,0.68697715,rap,Best Friend,Young Thug
0.880392,0.53711647,0.49005347,-0.41481045,0.76030517,0.6567563,-0.921004,-0.48794436,-1.8143287,-0.78269476,-1.1670979,0.95094043,-0.4611618,-0.3602585,-1.3810364,-0.29177177,r&b,SLAY (feat. Quavo),YG
1.5644691,1.4289366,0.1220307,0.051472154,0.6590438,0.6296048,-0.26315972,-1.3445318,-1.1940526,-1.144762,0.16478124,0.43443507,0.029111173,-0.036781404,-1.2736335,-0.03608272,pop,Slow Dance (feat. Ava Max),AJ Mitchell
1.2639875,-0.40135014,1.1892053,-1.1330163,0.6991244,1.0224037,-0.099730894,-1.4879441,-1.3788127,-0.7003217,-0.9129775,0.522295,-0.55343246,0.9729852,-0.47496203,0.5833215,rock,Saturday Night Special,Lynyrd Skynyrd
0.31734523,0.49334356,-0.62490916,0.7393943,0.65697926,1.041595,-3.499775,-1.3074093,-2.3930922,-0.031469196,0.6750629,-1.1408448,-0.89244807,-1.458693,-1.4185315,-1.9516679,pop,GLOWED UP,KAYTRANADA
-0.8127351,-2.3209436,-0.68281156,-0.8588996,2.6699104,2.856507,-1.7025511,0.32135737,-1.9007618,-2.2454677,1.7741275,-2.249478,-1.7064531,-3.3420374,-2.1891866,-0.5117633,r&b,My Part of Town,Tuff Crew
1.302894,0.07893916,-0.9720754,-1.1483731,0.95901227,0.24991995,-0.17573564,-1.0654846,-1.8334744,-2.068773,0.32545793,-0.11345154,-0.15644401,-1.2681959,-1.1361403,0.40535402,pop,Boots,Greyson Chance
0.66504955,0.23535094,-0.6934693,-0.8972514,0.94685394,-0.5275749,-1.4779732,-1.7299093,-1.1395671,-1.0258901,0.6468347,-0.835997,-1.8293005,-2.4002419,-1.3471153,-1.4953188,latin,WORKIN ME,Quavo
1.1382885,-0.18947831,-1.1505055,-1.9607884,1.4254948,0.23119655,-0.22343163,-2.435164,-2.0935373,-2.8224044,0.89539385,-0.26249248,-1.0075306,-0.91696835,-0.720182,0.5073305,pop,Do Me Like That,Penguin Prison
0.7892321,-1.2850347,-0.107179716,-2.7833393,1.3959264,0.35052708,0.93093616,-2.133802,-0.10306859,-2.2783163,0.55741477,-1.1372232,-1.4427688,-0.40762174,-0.18817739,0.5582566,rock,The Pride,Five Finger Death Punch
1.0405239,-2.0788536,2.866041,-1.4584409,2.7190924,3.1174061,0.37778458,0.2088566,0.3150037,-2.4261625,1.1484672,-0.538948,-2.6398945,-2.7646394,-2.7826655,-2.0262282,latin,Hola Bebe,"Héctor ""El Father"""
2.2259974,0.8163342,1.7490875,0.18748228,1.4619505,1.6298454,0.9427621,-1.4233446,-2.4358754,-1.8565762,0.104658775,0.3433435,0.3814196,0.9669998,-1.5933408,0.31894743,r&b,Bruised But Not Broken,Joss Stone
1.539851,-0.0114680305,1.6797523,-0.83412623,1.3135655,1.3580921,0.14462592,-1.618697,-0.85945517,-0.8545021,-0.051556755,0.41066903,-1.052453,0.307178,-1.0429693,-0.099128395,r&b,Bump n' Grind,R. Kelly
-0.5223561,-1.1245265,-3.1484294,-1.3632593,0.1625152,1.7527548,-1.743833,-0.8573897,-4.250382,-1.2469436,-0.078844585,-0.8101164,0.30707464,-0.9295417,0.9968619,1.865721,rap,Hit 'Em Up - Single Version (Explicit),2Pac
-0.015000023,-0.76931345,-1.402821,-1.0313833,0.30059502,0.9938649,-2.1564538,-0.35201472,-2.9529614,-1.168743,-0.590048,-0.5093701,-0.008379247,-1.1627364,-0.89169097,0.6133298,rap,"Shook Ones, Pt. II",Mobb Deep
0.84172225,-0.14821208,-0.84629637,-1.1402587,1.2575155,0.85235465,0.3090552,-0.87147766,-1.3741903,-2.7079365,0.8927808,-0.82939374,0.13073534,-1.0758672,-0.62775636,0.86344796,latin,Safe and Sound - Radio Edit,NLSN
-0.12582844,0.59055346,-0.55845654,0.86979866,1.7781328,2.1701438,-3.7172325,0.93583584,-2.7206542,-1.2318658,0.27596214,-1.0309896,-0.18975845,-2.7895627,-3.0968108,-1.1816969,r&b,Fake Love,Drake
1.4175049,0.79668325,-0.033235893,-1.1513487,0.44887736,-0.5471035,-1.5222383,-1.7535547,-1.0210274,-0.6005456,0.23778024,-0.51580673,-0.6220877,-0.94833624,-0.78320694,-0.024576131,r&b,Don't Be Afraid,Aaron Hall
-0.45786017,-0.19304162,-0.5126607,0.8374841,1.4091144,2.628951,-2.9550962,0.5225231,-2.943345,-1.0414829,0.41893426,-1.5982664,-0.6351456,-2.5439377,-2.3754997,-1.7027452,rap,GOD'S WITH ME,MIKE
0.49535835,-0.7101003,-0.9768395,-1.2649629,0.89515233,1.0944756,0.7318864,-0.83306223,-1.2881122,-2.1829278,0.80023986,-0.8479122,0.15073642,-0.34872228,0.006592024,1.5164183,edm,Dixie Biscuit - Radio Edit,Tape Five
1.8017788,0.29635566,0.31288522,0.27287722,1.3354541,-0.16428487,0.06660758,-1.7076014,-1.4066565,-0.95612234,1.2383094,-0.997051,-1.0176988,-1.6313534,-1.4090881,-1.4207321,pop,Miss Independent,Ne-Yo
2.20804,0.80677825,3.2921052,0.59677464,0.93509126,2.0252001,-0.5858061,-1.5728271,-1.5641068,0.41774908,-1.5292425,1.4858024,-0.43781254,1.8310049,-2.0964959,-0.6744503,rock,Reminiscing - Remastered,Little River Band
0.6728368,0.54074645,-1.3516117,-0.08349262,0.60203004,0.1471009,-1.1455117,-0.80883646,-2.3481743,-0.6554043,0.4596225,0.015009273,-0.088704504,-1.3424025,-0.16714998,0.395496,rap,Take It Down (feat. Offset),Pardison Fontaine
1.4833196,0.795915,1.268881,0.5495569,0.78679657,1.1643708,0.54737765,-0.73348653,-1.691511,-0.83533686,-0.31229597,1.0907795,0.75267494,0.45235783,-1.1066408,0.82373375,latin,Thinking out Loud,Ed Sheeran
-0.25407174,-1.4522767,-1.5760669,-1.0266131,0.7080148,1.2561333,-0.9447561,-0.9277993,-3.1201358,-1.524924,-0.0671064,-0.7603785,-0.67742884,-0.7465895,0.0021858625,0.41269717,rap,Natural Born Killaz,Dr. Dre
1.1570836,-0.034131683,-0.003280934,-1.4526893,1.4013833,-0.1905163,0.113508105,-2.0510693,-0.6975521,-2.2616663,0.33873326,-0.7542331,-1.5700961,-0.9502907,-1.0829548,-0.6079857,pop,Blackbeak,Youngblood Hawke
-0.12484043,0.4746606,0.43614697,0.020006556,0.19887441,2.8476048,-4.5663285,0.37694588,-1.4714322,-0.3139389,0.7183238,-1.5197579,-0.18858463,-3.0414877,-2.6334395,-3.0588176,latin,Pegaito a la Pared (feat. Plan B) - Remix,Tego Calderon
2.1296504,-1.2088645,1.1560043,-3.510851,1.4100556,-1.3550531,-0.26123405,-4.4523516,0.22209509,-1.5401052,-0.6445931,-0.58926964,-3.8896499,0.16492099,-0.34433022,-1.256941,rock,Wanted Dead Or Alive,Bon Jovi
1.4646499,0.8850487,-0.2745483,-0.32036012,1.1230799,-0.6146771,-1.0280617,-2.1797733,-0.96530247,-2.2235532,0.721124,-1.1952871,-1.110471,-1.7612538,-1.5049198,-2.1381328,pop,Stuck On You,Nick Strand
1.2251102,-0.89365774,-0.41432917,-2.5516047,0.4851189,-0.264402,0.7503163,-2.3758237,-0.29029316,-1.6901376,-0.07810736,-0.6467862,-0.9658079,0.6898783,0.95130074,0.9936897,rock,Bang Your Head (Metal Health),Quiet Riot
1.8383781,1.3476509,1.990068,1.3958735,0.9500216,2.405113,0.0099916905,-0.25151628,-1.7443959,0.017698944,-0.71975017,1.2591969,0.8556607,1.4720085,-1.47174,-0.22427931,r&b,Winter Wonderland,Alexander O'Neal
0.44374338,-1.2851479,0.04280284,-1.5537845,1.090672,0.37810928,1.2730812,-1.1075641,0.08209668,-1.7433742,0.76384753,-0.71797955,-0.88510054,-0.5280562,0.11750479,0.5749091,latin,Oye,Gloria Estefan
0.9568669,-0.5660535,0.16055192,-1.7555416,1.3114135,-1.9819292,-0.27113518,-3.032883,0.91733366,-1.3659233,0.4972338,-1.4592519,-3.018983,-1.4628618,-0.56854993,-1.5547845,rock,Killing Me Slowly,Bad Wolves
1.5674902,0.21691144,-0.0073627755,-1.3239087,1.1351638,0.22694191,0.16385813,-1.814434,-1.4863093,-2.560784,0.28836164,-0.398579,-0.14049596,-0.6877692,-0.72558296,-0.019782051,edm,Change My Heart,Ummet Ozcan
0.12371459,-0.07381245,-0.36569506,0.61027116,0.86429715,3.256372,-1.2573112,0.6622168,-2.2722661,-1.4064685,0.44732118,-0.9006183,1.2203383,-0.69753915,-1.2528809,0.046631042,rap,Chief Rocka,Lords Of The Underground
1.2801374,0.29814902,0.11882593,-1.1738408,0.4615438,0.7877245,0.6902009,-0.93517524,-1.6600264,-1.7323884,-0.38872617,0.13559589,0.5464959,0.51261747,-0.6476813,1.5244101,pop,The Cure,Lady Gaga
0.2366635,-0.34574017,-1.2783328,-0.7398684,0.833053,1.8264563,-1.5473449,-0.28423005,-2.5059423,-1.5294064,-0.07419702,-0.44483083,0.3735764,-1.1385708,-0.7766969,1.2625031,r&b,Manolo,Trip Lee
-0.48611373,-0.3313688,-1.7088063,0.1717022,1.1442646,2.414071,-2.787636,0.78733915,-3.4169266,-1.21719,0.7631921,-1.0874957,0.4854449,-2.6123486,-1.2347527,0.2708113,rap,No Flockin',Kodak Black
0.5443014,0.39874116,-1.0372285,-1.5732945,0.5908335,0.94789517,-0.9672978,-0.27318722,-1.5671464,-2.3272147,0.24091172,-0.7815491,0.49877852,-1.7216341,-0.78198147,0.27536428,r&b,6 del mattino (feat. Brancar),Jake La Furia
0.79584044,-0.8236672,-0.2502364,-2.7916522,0.8732313,-1.9064128,-1.4887129,-3.2045,1.2538172,-1.0367168,0.27737945,-1.8353266,-3.1637013,-1.1927724,0.07989788,-1.5536759,rock,Swing It,Phil Campbell
0.020461887,-0.46617123,-0.68533945,0.24316002,1.1048236,1.2833135,-0.766291,0.82660586,-1.502846,-1.3329178,0.89134926,-1.1308532,0.41558,-1.8494239,-1.2579839,0.16887599,r&b,Here We Go Again,Aretha Franklin
0.922749,1.2694874,0.12124473,-0.70899963,0.264927,1.1730273,-2.3271878,0.58428514,-1.4698502,-0.7688449,-0.12556787,-0.32775706,0.053036414,-2.239469,-1.8787527,-0.7935384,r&b,Dilemme,Lous and The Yakuza
0.81180537,-0.06533773,0.47091877,-0.89172107,0.14067072,1.8619374,0.21399623,0.68452924,-1.5140971,-1.3041652,0.5100161,0.41260076,1.2301688,-0.8142908,-0.5297527,0.6740334,latin,Imaginate,Wisin & Yandel
1.1079615,0.6406426,-0.42726308,-0.858491,0.68064344,0.79466605,-0.5182662,-0.8675602,-1.0583739,-1.3446633,0.10514689,0.098482184,-0.010860398,-0.72884405,-0.6761982,0.427337,rap,How Low,Ludacris
0.8894416,-0.7014432,-0.8965596,-1.8878185,0.6665186,0.8562678,0.16402651,-0.9339075,-1.6265842,-1.6584655,-0.30646077,-0.034685984,0.30843055,-0.010792479,0.0553735,2.3848894,r&b,Stone Rollin',Raphael Saadiq
-0.033552326,0.09813311,0.91576856,-0.40831584,0.73247635,3.3206637,-3.654723,1.8465137,-1.3587662,-1.1334307,0.2293011,-0.83199906,-0.07917913,-3.6409867,-3.4239535,-2.4330173,rap,Querido Amigo,Paulo Londra
0.9323154,-0.2725411,0.058630962,-1.6016055,1.3537234,-0.32708094,-0.27900904,-1.7999494,0.3310876,-1.7168581,0.64160734,-1.1483247,-1.6906489,-1.0619175,-0.4213028,-0.6918958,rock,"Danger Zone - From ""Top Gun"" Original Soundtrack",Kenny Loggins
1.4773791,0.936443,0.45650142,-0.7887142,0.6042556,0.39244857,-0.6143481,-0.921723,-2.3307555,-1.2751162,-0.87569743,0.7026339,0.44617772,0.112032175,-1.4652044,0.51095,r&b,You Don't Have To Hurt No More,Mint Condition
3.1965284,3.0591302,4.780661,2.861078,0.4657427,1.6587727,-2.5296068,-1.6165878,-2.123926,1.9728218,-1.8870375,1.7393625,-1.1485201,1.1730509,-3.7191718,-3.700468,r&b,Godspeed,Frank Ocean
0.71849823,-1.302809,-0.7061195,-2.7858295,1.5695966,0.22573036,0.3732303,-2.1509593,-0.02632299,-2.6197348,0.8170891,-1.2013334,-2.2872918,-1.0846674,-0.4242035,-0.12680095,pop,Everybody Talks,Neon Trees
1.1726893,-0.13037074,-0.7626601,-1.9296662,0.78544587,-0.5269519,0.5108308,-2.0342255,-1.0905073,-2.242596,0.19352198,-1.042394,-0.56016254,-0.36745295,-0.3590878,0.33169457,edm,Under Control (feat. Hurts),Calvin Harris
0.5793862,-0.5790707,-1.414155,-2.0765023,1.4628054,-1.5609148,-2.0902,-2.812335,0.19493727,-1.8534815,1.3807422,-2.682342,-3.0247931,-3.0185773,-0.85959727,-2.082281,rock,Heartbreaker,Her Bright Skies
0.8606778,-0.47608107,-0.049185768,-1.2886943,0.9470398,1.7858218,0.6375351,-0.5026838,-1.1281266,-1.5932511,0.26191264,0.12825578,0.5313341,0.30652693,-0.18087292,2.1601195,r&b,Mr. Telephone Man,New Edition
-0.024535507,-0.18561721,-1.1090093,0.85478765,1.2421764,2.489264,-1.3864018,0.26721615,-2.5922854,-1.4724761,1.0908225,-1.0218481,0.5124159,-1.816627,-1.2804612,-0.5531958,rap,Moves,Big Sean
2.9374108,1.4900029,3.0331354,0.87678665,0.7755716,1.3620253,-0.028216485,-2.1177745,-2.6607757,-0.5804616,-1.5764644,1.2924056,-0.06849508,1.8050716,-2.7536685,-1.5976489,r&b,Chemicals,Dean Lewis
2.2128227,0.17002979,-0.52440596,-2.0475166,1.7681625,-1.5428156,-0.94422567,-3.5906887,0.077240184,-2.398193,0.54193175,-1.300944,-2.599992,-2.0393457,-1.1845471,-1.4402772,pop,Let You Down - Chris Royal Remix,Bombs Away
1.5588313,-0.5961,0.32327372,-1.7754925,1.0049419,-0.30192736,0.4141249,-3.33021,-0.29651242,-1.4366602,0.11709312,-0.38009268,-1.8997148,0.4063269,0.2805592,0.02819906,rock,Club Foot,Kasabian
0.8049703,-1.0119739,1.8990233,-0.45387897,2.1227725,1.2361616,-0.32642725,-0.27398258,0.05205121,-1.5701973,0.6639011,-0.94676095,-2.6264038,-2.368394,-2.4682944,-2.2973256,rap,Favela,MC Cabelinho
1.5667039,-0.4851512,0.5574528,-2.057493,0.56344414,0.49328676,0.93525225,-2.1772933,-1.2719605,-1.5053118,-0.63293374,0.23917364,-0.5383519,1.4959271,0.015570242,1.1727592,rock,The Killing Moon,Echo & the Bunnymen
1.3413974,1.0650569,0.69895434,0.63673013,1.0787526,3.140205,-3.052614,-1.016878,-2.0270426,-0.7623462,0.2772277,-1.2699093,0.028451078,-0.8642101,-2.3293812,-2.3951385,rap,Best For You,Lil Muk
1.5449802,-0.40310282,1.732784,-0.3712382,2.0507975,2.2002623,0.018650938,-1.3455851,-1.3210655,-1.4177567,0.27311388,0.2282953,-1.1604185,-0.46606913,-1.9140613,-0.5730297,latin,Can You Feel Me,Love Beans
0.4119088,-0.596182,-0.2150342,-2.581604,0.16433725,2.022345,0.07477504,-0.29421675,-1.0820299,-2.2651746,0.28567708,-0.04256113,0.8807908,-1.2005918,0.062048614,1.1941259,latin,Vallenato Apretao,Silvestre Dangond
2.3090534,1.0663164,1.4697015,-0.43163797,0.48243937,0.8344983,-1.0737141,-1.3757502,-2.8273084,-0.06995312,-2.0013144,1.4058762,0.18392849,0.75288993,-1.9578657,-0.06304023,r&b,Friend Of Mine - Remix,Kelly Price
-0.15463808,0.33801582,-1.0936072,2.1699774,2.1264076,2.2018585,-5.095723,0.17630263,-4.6566534,-1.5239174,1.684931,-3.7157965,-1.1718179,-5.889772,-5.22362,-4.9730635,edm,Clicc Clacc,NLE Choppa
1.0089965,-1.2532442,1.5153095,-1.3182279,2.330209,1.3890743,0.67361504,-1.4542993,-0.3826977,-1.9543557,0.5326197,-0.29597646,-2.3712504,-0.27020234,-1.4351156,-0.4787476,pop,Working for the Weekend,Loverboy
1.0453672,1.125643,-0.54095155,-0.0014927164,0.13538148,0.53917277,-3.1416261,-1.0804789,-1.8567818,-0.43728352,0.3124087,-1.7389586,-0.44354352,-2.164714,-1.4166621,-1.7006242,rap,Vladimir Putin,Capital Bra
-0.71093565,-1.1400403,-1.5721728,-0.7514782,1.1005794,0.7334881,-3.929522,-1.142729,-1.998955,-1.1770653,0.70378107,-2.7142944,-2.1745236,-3.2356277,-1.5992329,-2.3662164,rap,Mind Your Business,La Coka Nostra
-0.008852772,-0.58413714,-1.1203758,-1.9073257,0.7138193,1.0804461,-0.9741268,-0.1786055,-1.6829196,-2.283578,-0.34881064,-0.7453908,0.075027965,-0.8321087,-0.8004533,0.83304363,edm,Lost In The Rhythm - Original Mix,Jamie Berry
1.1707126,-0.22369513,0.12453163,-1.6480932,0.7002009,0.80161786,0.33201173,-1.519653,-0.8235709,-1.679089,-0.12512392,-0.18934214,-0.2558681,0.18030488,0.08844501,0.20171764,r&b,Tua Per Sempre,Elisa
