track_id,track_name,track_artist,playlist_genre,playlist_subgenre,language,encoded_genre,genre,kmeans_cluster
023OVLNzXhX0j7CxswUt6D,Cheerleader - Felix Jaehn Remix Radio Edit,OMI,latin,latin hip hop,en,1,latin,5
027h5P3kCyktHv9dpHUBBS,Why Don't You Get A Job,The Offspring,rock,permanent wave,en,5,rock,5
027VSEVC8RRjUXLEJAzhH6,On the Back of Your Neck,Cienfue,pop,indie poptimism,en,2,pop,5
02803el8p3mKqcJzJ3Agpp,WhatWasThat,BONES,rap,gangster rap,en,4,rap,2
028JxheELfIvvY4zBXuMjw,Heartless (feat. Mustard),Polo G,r&b,urban contemporary,en,3,r&b,4
029QP3fFtLaW9B9RKr8DAg,Say My Name,Lil Yachty,rap,hip hop,en,4,rap,0
02AT1Z0nscuElXMWBEzEKu,Paint My Love - 2014 Remastered Version,Michael Learns To Rock,rock,album rock,en,5,rock,5
02BDSCfu9jBYvJ8LkUVttD,Hi Life,UGK,rap,southern hip hop,en,4,rap,4
02bTIMbUm8Zgt0cVAiexE4,This Is Our Time,WILD,pop,indie poptimism,en,2,pop,3
02CygBCQOIyEuhNZqHHcNx,It Runs Through Me,Tom Misch,pop,indie poptimism,en,2,pop,0
02DoXNeIVYvONhTk1fGQrz,Nothing Really Matters - Afrojack Remix,Mr. Probz,edm,pop edm,en,0,edm,5
02DurCgOvDdX0uKEjqcl3W,Who Are You,The Who,rock,classic rock,en,5,rock,2
02eF5vF3ASltFpWHDVWkdQ,I Want You To Want Me,Cheap Trick,rock,classic rock,en,5,rock,2
02gIQlGYI0KVK87Uo9Ekjj,I Heard It Through The Grapevine - Single Version,Creedence Clearwater Revival,rock,hard rock,en,5,rock,5
02gV5Zc9ctbZxD1uTNIok5,Without You - Remastered,Harry Nilsson,r&b,urban contemporary,en,3,r&b,2
02GwPAncasVL82yC7y2hmN,Raise Up,Petey Pablo,rap,southern hip hop,en,4,rap,5
02H05NlKnwFQREf0qu89AL,Compound,Trellion,rap,hip hop,en,4,rap,2
02jcEwywffn3Tsb48fXmlW,Get the Party Started,P!nk,pop,post-teen pop,en,2,pop,5
02jdttpwvUBvKdzHkoL644,Stray Lines,Mishaal,edm,pop edm,en,0,edm,4
02K5IV55wIgNNARk3UA95E,Paloma Negra,Chavela Vargas,r&b,urban contemporary,es,3,r&b,2
02kdNcUqZRgXwQiYr92gZW,On Fire,Carmada,pop,indie poptimism,en,2,pop,0
02lGHA7bFFplYLihnUWTx8,Tequila,Juanes,latin,latin pop,es,1,latin,4
02LnwwnaanFpM5dZNArPBb,Ella Se Fue,Kinto Sol,latin,latin hip hop,es,1,latin,5
02lvTeAFIIsOd0wVNoRkQ5,Who Needs You - Remastered 2011,Queen,rock,album rock,en,5,rock,4
02M6vucOvmRfMxTXDUwRXu,7/11,Beyoncé,pop,electropop,en,2,pop,4
02MjAy2BTPTdqO19O5VtHO,Getting Away With Murder,Papa Roach,rock,hard rock,en,5,rock,5
02mJtllR8CoskckLlrirNV,Smile - Years Remix,Galantis,edm,progressive electro house,en,0,edm,3
02pf9lLM8Nb8l4u4ts1GWb,My Nigga,YG,pop,post-teen pop,en,2,pop,0
02PiwfcW4LuKxhDi3JfH01,Don't Look Down (feat. Blake Young),CASS,edm,progressive electro house,en,0,edm,5
02q7qbOYbE89NMFEtOklcc,Unity,Dimitri Vegas & Like Mike,edm,electro house,en,0,edm,3
02Qo5DFgoGTiBGo4ZUvjXm,pete davidson,Ariana Grande,pop,post-teen pop,en,2,pop,2
02rbSCTm2smTIZ6d8im2NP,This Is How We Party (with Icona Pop),R3HAB,edm,progressive electro house,en,0,edm,4
02SUyCzxfqllXeEUqVNMVv,Tokyo,Lianne La Havas,r&b,neo soul,en,3,r&b,2
02tvc9CFnTyHuSRlGeNv9w,Corduroy Dreams,Rex Orange County,pop,indie poptimism,en,2,pop,2
02uRToy7bttYcKCO3vIStA,Hit That Jive,Gramatik,edm,electro house,en,0,edm,5
02UYYPOGSBXxGEMce927XV,Nobody (feat. Athena Cage) - Single Version; 2007 Remaster,Keith Sweat,r&b,new jack swing,en,3,r&b,2
02WVK9TPtjSOcmy9cDkd5D,Go to Hell,Alice Cooper,rock,hard rock,en,5,rock,3
02XnQdf7sipaKBBHixz3Zp,Paparazzi,Lady Gaga,pop,post-teen pop,en,2,pop,5
02Y5MRZD7AsElSRxsQtQzw,Jet Airliner - Remastered 2017,Steve Miller Band,rock,classic rock,en,5,rock,1
02Yq8TMuecXONAjkORNJNM,Say It,Flume,rap,trap,en,4,rap,5
0363w3IUcO4cJMsAFLpfLY,Faith - Radio Edit,Blasterjaxx,edm,progressive electro house,en,0,edm,5
036GQb6SETOJJG8BxJTNxc,Chloe (You're the One I Want),Emblem3,pop,post-teen pop,en,2,pop,5
037yW9RzsLze4OmBYmcH4G,Save My Night - BlasterJaxx Remix,Armin van Buuren,edm,electro house,en,0,edm,3
038k4V2bjaAQsfpYV7V9WP,Where I Won't Be Found,Seven Lions,edm,pop edm,en,0,edm,1
03a359wbiUsjN9h6yzXvmS,She Don't Give a Fo,Duki,rap,trap,es,4,rap,4
03b1NUHnoavfpLLKcEMfIb,Go Getta,Jeezy,rap,southern hip hop,en,4,rap,1
03ejfFAbwrrANbH4fZzF0W,melancholyism.,Super Whatevr,pop,indie poptimism,en,2,pop,5
03GzYByXsXHcoEAxjsWv9G,Slow Motion,Color Me Badd,r&b,new jack swing,en,3,r&b,3
03jdl5GTBhKsgB1Yw8mVPh,In Between,Beartooth,rock,hard rock,en,5,rock,1
03LhreaNy6FWQxSxTX9u9H,Watch Me Dance,Tom Misch,r&b,neo soul,en,3,r&b,2
03nYlT73VrrZdiw3ZaTuti,Baila Conmigo,Manuel Turizo,latin,reggaeton,es,1,latin,4
03PpdID0NKPVUrRtHybsE1,California,DJ Quik,rap,southern hip hop,en,4,rap,4
03ShCBJrWXSp3vogMeCIxz,Switch,Afrojack,pop,dance pop,en,2,pop,4
03sno6MIkoVX5eC4pRKMzr,Stranger,MOTHXR,pop,indie poptimism,en,2,pop,3
03SrVtN1UcstvinRAjrfff,How Ya Like Me Now - Longer Version,Kool Moe Dee,r&b,new jack swing,en,3,r&b,5
03taJRQ6nyzYWac6HDysMh,Hoops - Acoustic,JONES,r&b,urban contemporary,en,3,r&b,2
03teNQu8rWlFnNzF1ULXIq,Starstruck,Christopher Wilde,pop,post-teen pop,en,2,pop,1
03tqyYWC9Um2ZqU0ZN849H,No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame,rap,hip hop,en,4,rap,5
03vri3F9DxZ5QVZ5LWsgn1,CAN YOU HEAR ME NOW?,Bishop Briggs,rock,permanent wave,en,5,rock,5
03wOwEbTS3JR2Y2U0TxkFx,Encanto,Don Omar,latin,reggaeton,es,1,latin,5
03WsrEB8eyCeUfvRxGP5JX,Down 4 Whateva,Nuttin' Nyce,r&b,new jack swing,en,3,r&b,5
03yOjwHoOPDlTUg0NRxN6t,Cemetry Gates - 2011 Remaster,The Smiths,rock,permanent wave,en,5,rock,5
03yUFstSdQheHSdqQRWlmr,I Don't Wanna,Aaliyah,r&b,new jack swing,en,3,r&b,4
03ZDwfZKhjHLqk9tIzd2KB,Die To Live,Volbeat,rock,permanent wave,en,5,rock,3
03ZIYIkSXFEe8eKeG6qzE8,The Air Near My Fingers,The White Stripes,rock,classic rock,en,5,rock,5
03zYFtluA21jFWQVPMbUYO,Only for the Weak,In Flames,rock,hard rock,en,5,rock,3
042wd4CrF4WTAwiKs0F7Ve,First World Problemz / Nobody Carez,Brent Faiyaz,r&b,neo soul,en,3,r&b,2
044fQJmT2fZUYcA3BnaOL2,I Can't Wait,Nu Shooz,rock,album rock,en,5,rock,5
044qU7kwVZaDwzWnRsmVVL,I Dare You,The xx,pop,indie poptimism,en,2,pop,2
045sp2JToyTaaKyXkGejPy,Fake Plastic Trees,Radiohead,rock,permanent wave,en,5,rock,2
047fCsbO4NdmwCBn8pcUXl,Marvins Room,Drake,r&b,urban contemporary,en,3,r&b,2
049NJ23pZOBKj9GNJUgd60,Beautiful Trauma - MOTi Remix,P!nk,edm,pop edm,en,0,edm,5
04aAxqtGp5pv12UXAg4pkq,Centuries,Fall Out Boy,pop,post-teen pop,en,2,pop,1
04b5l1WOlEonBLK2qTZrUV,Dancewitme,Maxwell,r&b,neo soul,en,3,r&b,3
04BZvpVvpJKPWXVfnWr6a3,Grateful (Neon Feather Remix),Cade Thompson,pop,dance pop,en,2,pop,1
04EMkFMFkTaxWciZvxjkVT,Fvck Luv,Duki,rap,trap,es,4,rap,4
04g1aQFzaegB7ovWaMMIzz,Congratulations - Don Diablo VIP Mix,Don Diablo,edm,electro house,en,0,edm,4
04Glred2wGdSNH11Qh4EDe,This Is Love,PJ Harvey,rock,permanent wave,en,5,rock,5
04gQHzS8FLPoNdnRKw4jDJ,"Wow, I'm Not Crazy",AJR,pop,indie poptimism,en,2,pop,5
04gYIUXKUVY2bZhawtyxD0,Where Angels Fear To Tread - Single Version,Mustasch,rock,hard rock,en,5,rock,1
04hFLMBiGOrTeuZBVnCGhh,Northern Sky (feat. Kb),Capital Kings,edm,progressive electro house,en,0,edm,1
04i2uLdBAfCSYjQzZqspDa,Jungli Sher,DIVINE,rap,hip hop,id,4,rap,1
04JbHAAn3uqbfnx6ptFyaK,No Rest for the Wicked - Robin Schulz Remix Edit,Lykke Li,pop,indie poptimism,en,2,pop,1
04JmxH2IpgpIeZdbYswRq1,Azzlack Harami,Milonair,rap,gangster rap,de,4,rap,0
04KsMCb9PZE2S0AtUU8Jhb,April Showers,Proleter,edm,electro house,en,0,edm,3
04KTF78FFg8sOHC1BADqbY,Hot In Herre,Nelly,rap,southern hip hop,en,4,rap,4
04MKRNwoX7TqQkA0ZrtMbC,Rearranged,Killstation,rap,gangster rap,en,4,rap,0
04MLEeAMuV9IlHEsD8vF6A,No Stylist,French Montana,rap,hip hop,en,4,rap,4
04MNKrAnzrHDUzuXAtNoLr,Live And Let Die,Guns N' Roses,rock,album rock,en,5,rock,3
04o1cc3SZKXhAGFugDUHMx,Ocean Drive - Michael Calfan Remix,Duke Dumont,edm,pop edm,en,0,edm,5
04pjfS3YIK6gXjxi1zHeZa,Legends Never Die (feat. Against the Current),League of Legends,edm,progressive electro house,en,0,edm,1
04Rz403IY7QUqgfrTWX6OU,Da Graveyard,Big L,rap,gangster rap,en,4,rap,0
04sN26COy28wTXYj3dMoiZ,Bored,Billie Eilish,r&b,urban contemporary,en,3,r&b,2
04so2YoeEkrKTfmgoYRmvw,Lying We're Fine,Leonell Cassio,edm,pop edm,en,0,edm,5
04VArZKHm1xesMxqnsutDY,I'm Dreamin',Christopher Williams,r&b,new jack swing,en,3,r&b,5
04xhIz4DiBGDECn7kIFodv,This World Is Sick,IC3PEAK,rap,gangster rap,en,4,rap,5
04XOESV0aVnKMlUU1NhIG1,Nevermore - Remastered 2011,Queen,rock,album rock,en,5,rock,2
04xWapbcBAgNWGHGdhcxoR,Certainly - Flipped It,Erykah Badu,r&b,new jack swing,en,3,r&b,5
04Z8OXrOr1dCPd741ucXLQ,Don't You Want Me,Jody Watley,r&b,new jack swing,en,3,r&b,5
04ZTP5KsCypmtCmQg5tH9R,I'm a Mess,Bebe Rexha,pop,post-teen pop,en,2,pop,5
050ud0e5cmIYjmXplDugVQ,Ready Set (feat. Big Sean),Kash Doll,rap,hip hop,en,4,rap,4
05520pV0mf7miCgs08FB2f,Roll With Me (feat. Shungudzo) - Friend Within Remix,Bantu,edm,progressive electro house,en,0,edm,5
0561ZV0uaJYEOPTa5jCiqg,Moved On,Redlight Blue,pop,indie poptimism,en,2,pop,5
056uvAVDFOa7kv9idKPpf0,I See Your Smile,Gloria Estefan,latin,latin pop,en,1,latin,2
058LC5qOG4VDaa4scqYc6v,Motownphilly,Boyz II Men,r&b,new jack swing,en,3,r&b,5
059bcIhyc2SBwm6sw2AZzd,Te Vi,Piso 21,latin,latin pop,es,1,latin,5
059seYDUmCUfv4KsB5Jc6H,Goodness Gracious - The Chainsmokers Extended Remix,Ellie Goulding,edm,progressive electro house,en,0,edm,1
05bXOQTUxou0BaZ6XteJo0,Krantenwijk,Lil Kleine,pop,post-teen pop,nl,2,pop,4
05CwHjIk71RXVU40boRMnR,Call You Mine,The Chainsmokers,pop,dance pop,en,2,pop,5
05dL7chWJaVjMJnGO1YCKk,Untouchable,Tritonal,edm,pop edm,en,0,edm,1
05DOYX9MB5oUQbr6RPa6dH,Déjame Volar,Aleman,rap,gangster rap,es,4,rap,0
05hXrqBkWkAdl4kG0iNksE,Feel Me (feat. Kanye West),Tyga,rap,gangster rap,en,4,rap,1
05iMQqncVBIm4AE26EvaTL,Andar Conmigo,Julieta Venegas,latin,latin pop,es,1,latin,5
05JdgtCKkZ5CoOjM5KS4EG,"Camelot (feat. Yo Gotti, BlocBoy JB & Moneybagg Yo) - Remix",NLE Choppa,rap,hip hop,en,4,rap,0
05KCB1XhTrdEASLYqbESny,Nothin' But The Cavi Hit,Mack 10,rap,gangster rap,en,4,rap,4
05LCfd8s9n2teUcsTsBAnr,Alladat,Jarren Benton,r&b,urban contemporary,en,3,r&b,0
05LvE6ySn6hEcHdAJ7N19z,Losing It,FISHER,edm,electro house,tl,0,edm,3
05mAIVLkIWc2d1UBYZBCp8,1999,Charli XCX,pop,electropop,en,2,pop,5
05MLzVoBzoe6LaBooK7Vsj,Howling,RY X,pop,indie poptimism,en,2,pop,2
05mrU7mN3c1822bpY58UBC,48H (feat. Sfera Ebbasta),Izi,rap,trap,it,4,rap,4
05NYcsjJwOYq4jIiKPVj9p,Hard To Handle,The Black Crowes,rock,classic rock,en,5,rock,5
05oETzWbd4SI33qK2gbJfR,Rhiannon,Fleetwood Mac,rock,classic rock,en,5,rock,2
05oFyvdztPdpwSwpoclD4c,"If You Leave - From ""Pretty In Pink""",Orchestral Manoeuvres In The Dark,rock,permanent wave,en,5,rock,5
05P4BYqVauVxy0w9g6w2D9,Stand By (feat. Rudimental) [#CWC19],LORYN,pop,dance pop,en,2,pop,5
05Q5sFIYy6KC887fLw9p1y,Forget,Twin Shadow,pop,electropop,en,2,pop,3
05qPqSapbaCzJAdX681R9A,Make Me Feel Better - Klingande Remix,Alex Adair,latin,tropical,no,1,latin,5
05R2lE5g9hnaSmxIrUl3C0,I Adore Mi Amor,Color Me Badd,r&b,new jack swing,en,3,r&b,4
05RgAMGypEvqhNs5hPCbMS,Panama - 2015 Remaster,Van Halen,rock,classic rock,en,5,rock,1
05SBRd4fXgn8FX7bf8BCAE,I Need Your Love (feat. Ellie Goulding),Calvin Harris,pop,post-teen pop,en,2,pop,5
05Sgj1Hx03ZXc57gsV1kfX,It's Goin' Down (feat. Nitti),Yung Joc,rap,hip hop,en,4,rap,4
05SgVqTnF4qEMvKSGPeRSD,Ich Binnezz,Bonez MC,rap,gangster rap,de,4,rap,0
05VHidqx1tV6V7MsCdAIby,Lucifer,JAY-Z,rap,gangster rap,en,4,rap,0
05vL56xSoxthM0r7IfcQjo,If I Ever Lose My Faith In You,Sting,rock,permanent wave,en,5,rock,5
05vpswcCkiXX2egk5GBo2y,Middle Of The Night,MJG,rap,southern hip hop,en,4,rap,4
05xA64s3UzOOmAnh9SIIjn,Bloom,bLAck pARty,r&b,neo soul,en,3,r&b,5
05xbEV5M8DAQmhFKKlHaDd,Bring It On,Geto Boys,rap,southern hip hop,en,4,rap,4
05zCWOpwIUf6JY06gSL6uz,"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,edm,pop edm,en,0,edm,1
060AenZFpUKot40Pv0CJ0l,I Go Blind,Hootie & The Blowfish,rock,classic rock,en,5,rock,5
062mh4qAZyDV9dIQK70iu0,Miss You Much,Janet Jackson,r&b,new jack swing,en,3,r&b,5
064SVQsmWl5EF0zahmzkQk,Let Your Love Flow,The Bellamy Brothers,rock,classic rock,en,5,rock,5
068LmtzI6xJJDPfPnMje0U,Let It Happen,Tame Impala,pop,electropop,en,2,pop,3
068XDWvE8tDnQsKo8J3x1Z,Best Life,Danny Brown,r&b,hip pop,en,3,r&b,4
06b11p3gAvqqjOnku0CK9V,Hall & Oates,Satchmode,pop,indie poptimism,en,2,pop,3
06BrHnTVDOydsfg0LZ6mQb,Talk - Alle Farben Remix,Khalid,pop,dance pop,en,2,pop,5
06cX5CpHPVUYnEJ2UupXXp,Popeye,MC Igu,rap,trap,pt,4,rap,2
06dT0EYXrhRQV1MsvWhNGv,Bad (feat. Vassy) - Radio Edit,David Guetta,edm,big room,en,0,edm,1
06EL94D0TA27Ik0Ke5usbj,The Way,Ariana Grande,pop,post-teen pop,en,2,pop,5
06FhHrnpYCmIxIxIGUehxQ,Palmar,Caloncho,pop,electropop,es,2,pop,4
06H5AH5KtVWbAPNuOG8biW,No Te Quiero Perder,Sabino,rap,hip hop,es,4,rap,4
06Hdbxh6NCy6TIhjdXTchB,Headlights (feat. Ilsey),Robin Schulz,pop,electropop,en,2,pop,5
06HUJRcD0t95ogCb2pMQJF,Golden Years - M-Phazes Remix,Ruel,pop,indie poptimism,en,2,pop,5
06ILvvMXRF1iDNcmrdhSZb,Lose Your Soul,Jelly Roll,rap,southern hip hop,en,4,rap,5
06iMqWThw4w8fTFyccvOwr,Ride Wit Me,Nelly,rap,hip hop,en,4,rap,5
06KGsnrJI4Fd6V3rpSKDwi,Fuoh,Zotiyac,rap,gangster rap,en,4,rap,0
06ku5BBS2HufqSDVkcSR15,Tunnel of Love (Intro: The Carousel Waltz),Dire Straits,rock,classic rock,en,5,rock,3
06KyNuuMOX1ROXRhj787tj,We Don't Talk Anymore,Charlie Puth,pop,electropop,en,2,pop,2
06luxtMuY4HXVpfWIK0rjw,Russian Radio,Red Flag,rock,permanent wave,en,5,rock,3
06mzeP9GQNSHWd1Nh2C5FM,MIDDLE OF THE NIGHT,Monsta X,pop,dance pop,en,2,pop,5
06nmhf5qFcn3qTB0anQkpJ,Safari,J Balvin,latin,latin hip hop,es,1,latin,0
06o6dZ9ekqfEvQNRePKoZg,"i hate u, i love u (feat. olivia o'brien) - Deepend Remix",gnash,edm,pop edm,en,0,edm,2
06oxeUYunH85rZkj0KXMDO,Sektion (feat. Branco & Gilli),Benny Jamz,rap,hip hop,da,4,rap,4
06Pvy98db25O7wlfFFFIRM,Bon Bon Chocolat,EVERGLOW,pop,dance pop,ko,2,pop,5
06qKEP3ITnVPmH2ZW1zYvn,Shotgun - Quintino Remix,Yellow Claw,edm,electro house,en,0,edm,5
06u5LrUpbosQlQ1QJFhPpG,Drew Barrymore,SZA,r&b,urban contemporary,en,3,r&b,2
06UXtRLTF6kdMSM3uaVCCU,In Only Seven Days - Remastered 2011,Queen,rock,album rock,en,5,rock,2
06vSnlO8lrC5o69qz9fW9f,Booty Loose (feat. Fly Boi Keno),Party Favor,edm,big room,en,0,edm,1
06WD650Zt5MQ55kFMP2f3r,Fire Fly,Childish Gambino,r&b,neo soul,en,3,r&b,4
06WohfoFEUa5faNy8f9S5N,Adrenalize,In This Moment,rock,hard rock,en,5,rock,1
06yHcjr58IKJnfEK7ko3sD,Poison,Bell Biv DeVoe,r&b,new jack swing,en,3,r&b,4
06YVA5Ajbk0Kv4ddFSEuBM,You Really Got Me - 2004 Remaster,Van Halen,rock,hard rock,en,5,rock,1
06Z7Hy2LUzbcSFmWzwkun1,With You - Frank Walker Remix,Tyler Shaw,pop,dance pop,en,2,pop,5
06ZIzHhJFWf0mDyEylIPf0,Peachy Keen,L Devine,pop,post-teen pop,en,2,pop,4
06ZQwfPghgSJ2L6bXQUxO9,Trenches,Pop Evil,rock,hard rock,en,5,rock,1
072GuDuz8KUCpTOx1fDTTt,Swish,Josh Stanley,pop,dance pop,en,2,pop,0
073ILU1C3APNRGF66VhtyA,Liar,Camila Cabello,pop,post-teen pop,en,2,pop,4
0745pNOxmaa0hAdq5xvrMT,Safety (feat. DJ Snake) - Dark Heart Burn Mix,GASHI,edm,pop edm,en,0,edm,1
074v54tSEWLbq3Hu5wf6uh,The Whole World (feat. Killer Mike),OutKast,rap,southern hip hop,en,4,rap,0
075NNuZU6IxC7Us3L7ylep,Guardia Civil,Reda Rwena,rap,gangster rap,de,4,rap,4
076jREnPu9sinABTfdw9Xi,Calabria - Firebeatz Remix,Rune RK,edm,electro house,en,0,edm,3
